"","V1","station_id","B1","B2","B3","B4","B5","id","organization","region","local","lat","long","date","chla","tss","secchi","acdom440","local_year_month"
"2281",7693,"GID_3573",0.002633349,0.003522509,0.003064861,0.0008418874,0,"GID_3573","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-23,2.836202,NA,5.334499,NA,"Lake Geneva_2018_11"
"2282",7694,"GID_3574",0.00224865,0.003017895,0.00258329,0.0007219514,0,"GID_3574","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-23,2.664798,NA,5.334499,NA,"Lake Geneva_2018_11"
"2283",7695,"GID_3575",0.003100178,0.003964501,0.003401866,0.001146149,0,"GID_3575","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-24,1.889159,NA,4.873382,NA,"Lake Geneva_2018_11"
"2284",7696,"GID_3576",0.002214491,0.002917073,0.002413289,0.0006556366,0,"GID_3576","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-25,2.479978,NA,5.609386,NA,"Lake Geneva_2018_11"
"2285",7697,"GID_3577",0.002056717,0.002689649,0.002152452,0.000600399,0,"GID_3577","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-25,2.42853,NA,6.099757,NA,"Lake Geneva_2018_11"
"2286",7698,"GID_3578",0.00193622,0.002503904,0.001957022,0.0005475179,0,"GID_3578","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-26,2.360585,NA,6.27751,NA,"Lake Geneva_2018_11"
"2287",7699,"GID_3579",0.001960725,0.002562325,0.002065896,0.000579681,0,"GID_3579","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-26,2.457387,NA,6.263576,NA,"Lake Geneva_2018_11"
"2288",7701,"GID_3580",0.001743056,0.002252491,0.001741038,0.0004883396,0,"GID_3580","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-27,2.398797,NA,6.074598,NA,"Lake Geneva_2018_11"
"2289",7702,"GID_3581",0.001693212,0.00221123,0.001760527,0.0004802726,0,"GID_3581","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-27,2.389148,NA,5.765521,NA,"Lake Geneva_2018_11"
"2290",7703,"GID_3582",0.002002753,0.002578139,0.002104993,0.0006542544,0,"GID_3582","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-28,2.12895,NA,4.859637,NA,"Lake Geneva_2018_11"
"2291",7704,"GID_3583",0.001862391,0.002426233,0.002025776,0.0006287719,0,"GID_3583","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-29,2.901897,NA,5.70282,NA,"Lake Geneva_2018_11"
"2292",7705,"GID_3584",0.001676298,0.002195182,0.00188642,0.0006002688,0,"GID_3584","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-29,3.262518,NA,5.367558,NA,"Lake Geneva_2018_11"
"2293",7706,"GID_3585",0.001740727,0.002243795,0.001780064,0.0005487769,0,"GID_3585","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-30,2.687669,NA,5.906178,NA,"Lake Geneva_2018_11"
"2294",7707,"GID_3586",0.001722915,0.002238768,0.001802276,0.0005190145,0,"GID_3586","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-11-30,2.700983,NA,6.032595,NA,"Lake Geneva_2018_11"
"2295",7708,"GID_3587",0.002012063,0.002637017,0.002110567,0.0006048256,0,"GID_3587","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-01,2.030008,NA,5.410743,NA,"Lake Geneva_2018_12"
"2296",7709,"GID_3588",0.001889989,0.00245808,0.002039965,0.0006420254,0,"GID_3588","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-01,2.864788,NA,5.487075,NA,"Lake Geneva_2018_12"
"2297",7710,"GID_3589",0.002074844,0.002602802,0.002146808,0.0007769828,0,"GID_3589","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-02,2.578026,NA,5.730864,NA,"Lake Geneva_2018_12"
"2298",7712,"GID_3590",0.00203651,0.002618092,0.002151119,0.0007639011,0,"GID_3590","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-02,2.670392,NA,6.151565,NA,"Lake Geneva_2018_12"
"2299",7713,"GID_3591",0.001623466,0.002124199,0.001720502,0.0004991166,0,"GID_3591","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-03,2.424152,NA,6.105481,NA,"Lake Geneva_2018_12"
"2300",7714,"GID_3592",0.001732217,0.00227089,0.001888478,0.0005649637,0,"GID_3592","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-03,3.02211,NA,5.638321,NA,"Lake Geneva_2018_12"
"2301",7715,"GID_3593",0.002174548,0.002678805,0.002229937,0.0008862698,0,"GID_3593","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-04,2.695301,NA,5.285098,NA,"Lake Geneva_2018_12"
"2302",7716,"GID_3594",0.002239365,0.002753073,0.002313616,0.0006636578,0,"GID_3594","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-04,2.703293,NA,6.200342,NA,"Lake Geneva_2018_12"
"2303",7717,"GID_3595",0.002082117,0.002548101,0.002092959,0.0008306964,0,"GID_3595","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-05,2.187844,NA,6.326647,NA,"Lake Geneva_2018_12"
"2304",7718,"GID_3596",0.001993407,0.002499921,0.002046132,0.0007946629,0,"GID_3596","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-05,2.545872,NA,5.81088,NA,"Lake Geneva_2018_12"
"2305",7719,"GID_3597",0.001757735,0.002224273,0.001819574,0.0006888971,0,"GID_3597","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-06,2.839936,NA,5.616734,NA,"Lake Geneva_2018_12"
"2306",7720,"GID_3598",0.001705836,0.002145637,0.001768572,0.0006934275,0,"GID_3598","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-06,2.927501,NA,5.978145,NA,"Lake Geneva_2018_12"
"2307",7721,"GID_3599",0.001861446,0.002373073,0.001941577,0.0005968543,0,"GID_3599","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-07,2.137722,NA,5.247547,NA,"Lake Geneva_2018_12"
"2308",7722,"GID_36",0.001489156,0.002058361,0.004435315,0.004027515,0.001062455,"GID_36","UT-TO","Estonia","Lake Kaiavere",58.5949,26.69183,2014-09-04,NA,10.67,0.9,3.545981,"Lake Kaiavere_2014_09"
"2309",7724,"GID_3600",0.00198792,0.002494575,0.002231786,0.000791853,0,"GID_3600","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-07,2.884576,NA,6.558214,NA,"Lake Geneva_2018_12"
"2310",7725,"GID_3602",0.004412259,0.006041033,0.005626422,0.001644097,0,"GID_3602","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-08,1.471965,NA,4.888036,NA,"Lake Geneva_2018_12"
"2311",7726,"GID_3603",0.004463641,0.006024603,0.005268697,0.001445235,0,"GID_3603","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-09,1.649825,NA,4.448133,NA,"Lake Geneva_2018_12"
"2312",7727,"GID_3604",0.004227339,0.005677203,0.004928969,0.001456199,0,"GID_3604","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2018-12-09,1.597132,NA,4.448133,NA,"Lake Geneva_2018_12"
"2313",7728,"GID_3605",0.001746798,0.002256725,0.002268279,0.0006073099,0,"GID_3605","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-02-25,2.353413,NA,4.829499,NA,"Lake Geneva_2019_02"
"2314",7729,"GID_3606",0.001791047,0.002389229,0.002699896,0.0008914322,0,"GID_3606","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-02-25,5.254908,NA,4.157132,NA,"Lake Geneva_2019_02"
"2315",7730,"GID_3607",0.001836242,0.002390813,0.002426431,0.0006875343,0,"GID_3607","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-02-26,2.619932,NA,4.770087,NA,"Lake Geneva_2019_02"
"2316",7731,"GID_3608",0.002061226,0.002715805,0.002822207,0.000742498,0,"GID_3608","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-02-26,2.545471,NA,4.596142,NA,"Lake Geneva_2019_02"
"2317",7732,"GID_3609",0.001836689,0.002412678,0.002513717,0.0006876392,0,"GID_3609","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-02-27,2.651127,NA,4.696039,NA,"Lake Geneva_2019_02"
"2318",7734,"GID_3610",0.001741725,0.002290276,0.002539165,0.0006774013,0,"GID_3610","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-02-28,3.202879,NA,4.752181,NA,"Lake Geneva_2019_02"
"2319",7735,"GID_3611",0.002088725,0.002755987,0.003115113,0.0008175115,0,"GID_3611","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-02-28,3.742671,NA,4.341905,NA,"Lake Geneva_2019_02"
"2320",7736,"GID_3612",0.001830609,0.00235162,0.002533417,0.0007401275,0,"GID_3612","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-03,2.844431,NA,4.513641,NA,"Lake Geneva_2019_03"
"2321",7737,"GID_3613",0.001542831,0.002035074,0.00227113,0.0005441768,0,"GID_3613","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-03,3.703484,NA,5.422362,NA,"Lake Geneva_2019_03"
"2322",7738,"GID_3614",0.001787727,0.00238448,0.002392167,0.0007088057,0,"GID_3614","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-04,5.243959,NA,5.34983,NA,"Lake Geneva_2019_03"
"2323",7739,"GID_3615",0.001917982,0.002545243,0.002420655,0.0006555166,0,"GID_3615","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-04,4.534621,NA,6.716313,NA,"Lake Geneva_2019_03"
"2324",7740,"GID_3616",0.002911932,0.003874614,0.003000397,0.0006098434,0,"GID_3616","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-06,1.206948,NA,6.747589,NA,"Lake Geneva_2019_03"
"2325",7741,"GID_3617",0.002731161,0.003595737,0.002724526,0.0005491398,0,"GID_3617","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-07,1.468258,NA,7.508882,NA,"Lake Geneva_2019_03"
"2326",7742,"GID_3618",0.003037149,0.004041379,0.003084763,0.0006417753,0,"GID_3618","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-07,1.654812,NA,7.33207,NA,"Lake Geneva_2019_03"
"2327",7743,"GID_3619",0.002674442,0.0034978,0.002976553,0.0006919806,0,"GID_3619","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-08,1.622551,NA,5.315741,NA,"Lake Geneva_2019_03"
"2328",7745,"GID_3620",0.002632335,0.003446509,0.002916076,0.0006762536,0,"GID_3620","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-08,2.118766,NA,6.495101,NA,"Lake Geneva_2019_03"
"2329",7746,"GID_3621",0.002301711,0.003027877,0.002510927,0.0005758723,0,"GID_3621","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-09,2.511805,NA,6.73769,NA,"Lake Geneva_2019_03"
"2330",7747,"GID_3622",0.002067396,0.002777463,0.002449847,0.0006015687,0,"GID_3622","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-10,3.169393,NA,5.665056,NA,"Lake Geneva_2019_03"
"2331",7748,"GID_3623",0.003699091,0.00503419,0.004083567,0.0008665092,0,"GID_3623","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-11,1.644661,NA,5.987774,NA,"Lake Geneva_2019_03"
"2332",7749,"GID_3624",0.002419517,0.003170031,0.002636149,0.0005793503,0,"GID_3624","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-12,1.476704,NA,5.94566,NA,"Lake Geneva_2019_03"
"2333",7750,"GID_3625",0.001878189,0.002445941,0.002134554,0.0004748361,0,"GID_3625","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-12,1.83296,NA,6.245129,NA,"Lake Geneva_2019_03"
"2334",7751,"GID_3626",0.002898255,0.003889006,0.003256834,0.0007422448,0,"GID_3626","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-13,1.623529,NA,3.32535,NA,"Lake Geneva_2019_03"
"2335",7752,"GID_3627",0.002758811,0.003716774,0.003083181,0.0006638174,0,"GID_3627","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-13,1.910968,NA,5.68852,NA,"Lake Geneva_2019_03"
"2336",7753,"GID_3628",0.00280667,0.003784969,0.003020271,0.000631366,0,"GID_3628","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-14,1.759422,NA,6.888894,NA,"Lake Geneva_2019_03"
"2337",7754,"GID_3629",0.002865659,0.003872229,0.003147638,0.0006820489,0,"GID_3629","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-14,1.984264,NA,6.245417,NA,"Lake Geneva_2019_03"
"2338",7756,"GID_3630",0.002198969,0.002943333,0.0024035,0.0005423728,0,"GID_3630","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-15,2.350133,NA,6.35786,NA,"Lake Geneva_2019_03"
"2339",7757,"GID_3631",0.002248918,0.003022183,0.002483254,0.000551292,0,"GID_3631","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-15,1.799771,NA,7.093582,NA,"Lake Geneva_2019_03"
"2340",7758,"GID_3632",0.002959467,0.003806002,0.002908306,0.0006214816,0,"GID_3632","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-16,0.9460984,NA,6.983635,NA,"Lake Geneva_2019_03"
"2341",7759,"GID_3633",0.00156292,0.002203807,0.001808978,0.0002467142,0,"GID_3633","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-03-16,1.546091,NA,5.884791,NA,"Lake Geneva_2019_03"
"2342",7760,"GID_3634",0.002532129,0.003254701,0.003399083,0.0007291061,0,"GID_3634","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-24,2.01542,NA,5.019234,NA,"Lake Geneva_2019_05"
"2343",7761,"GID_3635",0.002316853,0.003048543,0.003218094,0.0006484379,0,"GID_3635","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-24,2.156569,NA,4.993996,NA,"Lake Geneva_2019_05"
"2344",7762,"GID_3636",0.002101578,0.002842386,0.003037105,0.0005677697,0,"GID_3636","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-24,2.150337,NA,4.892332,NA,"Lake Geneva_2019_05"
"2345",7763,"GID_3637",0.002358626,0.003252188,0.003590325,0.0007028219,0,"GID_3637","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-24,2.357199,NA,4.618809,NA,"Lake Geneva_2019_05"
"2346",7764,"GID_3638",0.002485527,0.003440562,0.0040053,0.0009852745,0,"GID_3638","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-25,3.031161,NA,5.830899,NA,"Lake Geneva_2019_05"
"2347",7765,"GID_3639",0.002926291,0.004156389,0.004813021,0.001008645,0,"GID_3639","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-25,3.458591,NA,4.649148,NA,"Lake Geneva_2019_05"
"2348",7767,"GID_3640",0.003708283,0.004784768,0.005374009,0.001502911,0,"GID_3640","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-26,5.059841,NA,3.018882,NA,"Lake Geneva_2019_05"
"2349",7768,"GID_3641",0.003322252,0.004275075,0.004698104,0.0009985107,0,"GID_3641","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-27,2.761261,NA,3.718646,NA,"Lake Geneva_2019_05"
"2350",7769,"GID_3642",0.003490472,0.004609909,0.00517543,0.001187173,0,"GID_3642","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-27,4.430564,NA,4.418527,NA,"Lake Geneva_2019_05"
"2351",7770,"GID_3643",0.003253537,0.004312095,0.005005181,0.001442783,0,"GID_3643","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-28,5.521142,NA,3.862433,NA,"Lake Geneva_2019_05"
"2352",7771,"GID_3644",0.003141669,0.004364058,0.005145891,0.001317796,0,"GID_3644","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-28,4.816921,NA,4.194483,NA,"Lake Geneva_2019_05"
"2353",7772,"GID_3645",0.004134439,0.005543304,0.006255311,0.001680619,0,"GID_3645","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-29,4.379621,NA,3.862991,NA,"Lake Geneva_2019_05"
"2354",7773,"GID_3646",0.004621739,0.006013811,0.006710179,0.0016888,0,"GID_3646","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-29,3.271975,NA,4.59593,NA,"Lake Geneva_2019_05"
"2355",7774,"GID_3647",0.003877411,0.00547113,0.007271038,0.001312112,0,"GID_3647","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-30,3.175371,NA,4.478935,NA,"Lake Geneva_2019_05"
"2356",7775,"GID_3648",0.002663481,0.003684291,0.004847273,0.0006888123,0,"GID_3648","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-30,1.90644,NA,4.989542,NA,"Lake Geneva_2019_05"
"2357",7776,"GID_3649",0.004621436,0.006370991,0.008235295,0.001812908,0,"GID_3649","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-31,1.995575,NA,3.907962,NA,"Lake Geneva_2019_05"
"2358",7778,"GID_3650",0.004216276,0.005319502,0.006971237,0.001481528,0,"GID_3650","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-05-31,2.221869,NA,3.893074,NA,"Lake Geneva_2019_05"
"2359",7779,"GID_3651",0.004725453,0.005779294,0.006004668,0.00129996,0,"GID_3651","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-01,1.463534,NA,5.214533,NA,"Lake Geneva_2019_06"
"2360",7780,"GID_3652",0.005145539,0.006318012,0.006998823,0.001500333,0,"GID_3652","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-01,2.204576,NA,4.538493,NA,"Lake Geneva_2019_06"
"2361",7781,"GID_3653",0.006859407,0.00865387,0.009024439,0.001797448,0,"GID_3653","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-03,1.758644,NA,4.873794,NA,"Lake Geneva_2019_06"
"2362",7782,"GID_3654",0.00396842,0.005498581,0.006740744,0.001757619,0,"GID_3654","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-06,3.435912,NA,3.865111,NA,"Lake Geneva_2019_06"
"2363",7783,"GID_3655",0.004153107,0.005639276,0.006740999,0.001929721,0,"GID_3655","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-06,4.02424,NA,3.733114,NA,"Lake Geneva_2019_06"
"2364",7784,"GID_3656",0.004385407,0.006012112,0.007350484,0.002192263,0,"GID_3656","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-06,2.989623,NA,4.058554,NA,"Lake Geneva_2019_06"
"2365",7785,"GID_3657",0.00734066,0.009713176,0.01309998,0.004382893,0,"GID_3657","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-07,5.422762,NA,2.541147,NA,"Lake Geneva_2019_06"
"2366",7786,"GID_3658",0.002638089,0.003569839,0.004990158,0.001303008,0,"GID_3658","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-11,5.279241,NA,4.299147,NA,"Lake Geneva_2019_06"
"2367",7787,"GID_3659",0.002580599,0.003497173,0.004897376,0.001336286,0,"GID_3659","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-11,6.170849,NA,3.955582,NA,"Lake Geneva_2019_06"
"2368",7789,"GID_3660",0.002536529,0.003441852,0.004800258,0.001334601,0,"GID_3660","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-11,6.551095,NA,3.680222,NA,"Lake Geneva_2019_06"
"2369",7790,"GID_3661",0.004014131,0.006109249,0.00772969,0.001720022,0,"GID_3661","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-12,2.189677,NA,3.947005,NA,"Lake Geneva_2019_06"
"2370",7791,"GID_3662",0.003740203,0.006189755,0.007834029,0.001153855,0,"GID_3662","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-12,2.009943,NA,3.915662,NA,"Lake Geneva_2019_06"
"2371",7792,"GID_3663",0.005479102,0.008360901,0.009966073,0.00172648,0,"GID_3663","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-12,1.866921,NA,3.591296,NA,"Lake Geneva_2019_06"
"2372",7793,"GID_3664",0.005006698,0.007252201,0.008344028,0.001292804,0,"GID_3664","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-12,1.768836,NA,4.185432,NA,"Lake Geneva_2019_06"
"2373",7794,"GID_3665",0.004160032,0.005828401,0.006869987,0.001294371,0,"GID_3665","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-13,1.766347,NA,4.410968,NA,"Lake Geneva_2019_06"
"2374",7795,"GID_3666",0.005460631,0.007391437,0.007947644,0.001646598,0,"GID_3666","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-13,1.52306,NA,4.763638,NA,"Lake Geneva_2019_06"
"2375",7796,"GID_3667",0.006602767,0.008811496,0.009597323,0.002103954,0,"GID_3667","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-13,1.5482,NA,4.289213,NA,"Lake Geneva_2019_06"
"2376",7797,"GID_3668",0.007002582,0.009256727,0.01009831,0.002442396,0,"GID_3668","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-13,1.642034,NA,4.125649,NA,"Lake Geneva_2019_06"
"2377",7798,"GID_3669",0.006579383,0.008694441,0.009653382,0.002245459,0,"GID_3669","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-13,1.866307,NA,4.185316,NA,"Lake Geneva_2019_06"
"2378",7800,"GID_3670",0.004415121,0.006187634,0.007384097,0.001458229,0,"GID_3670","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-14,3.634077,NA,4.311277,NA,"Lake Geneva_2019_06"
"2379",7801,"GID_3671",0.00398623,0.005521433,0.006970258,0.001389988,0,"GID_3671","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-14,2.847824,NA,4.300287,NA,"Lake Geneva_2019_06"
"2380",7802,"GID_3672",0.003478989,0.004852035,0.006196918,0.001084688,0,"GID_3672","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-14,2.755995,NA,4.137623,NA,"Lake Geneva_2019_06"
"2381",7803,"GID_3673",0.004147432,0.005644054,0.007274311,0.001764492,0,"GID_3673","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-15,3.719517,NA,3.786474,NA,"Lake Geneva_2019_06"
"2382",7804,"GID_3674",0.003188766,0.004237414,0.005928145,0.001364864,0,"GID_3674","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-18,2.870047,NA,4.381129,NA,"Lake Geneva_2019_06"
"2383",7805,"GID_3675",0.003334499,0.004356777,0.00593441,0.001325557,0,"GID_3675","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-18,2.811247,NA,4.132251,NA,"Lake Geneva_2019_06"
"2384",7806,"GID_3676",0.003513174,0.004598115,0.005784855,0.001265432,0,"GID_3676","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-19,2.366406,NA,4.893755,NA,"Lake Geneva_2019_06"
"2385",7807,"GID_3677",0.003980518,0.00521052,0.006566244,0.001583567,0,"GID_3677","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-19,2.917498,NA,4.423405,NA,"Lake Geneva_2019_06"
"2386",7808,"GID_3678",0.003780583,0.004788281,0.005847271,0.001440639,0,"GID_3678","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-20,2.891154,NA,4.25809,NA,"Lake Geneva_2019_06"
"2387",7809,"GID_3679",0.005632387,0.007168809,0.008394369,0.001690903,0,"GID_3679","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2019-06-24,2.457242,NA,3.637808,NA,"Lake Geneva_2019_06"
"2388",7811,"GID_3680",0.003721848,0.004839819,0.003427176,0.0007109714,0,"GID_3680","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-01-31,1.109193,NA,5.824736,NA,"Lake Geneva_2020_01"
"2389",7812,"GID_3681",0.0039083,0.005085351,0.003647743,0.0008195091,0,"GID_3681","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-01-31,1.021388,NA,7.212744,NA,"Lake Geneva_2020_01"
"2390",7813,"GID_3682",0.003603259,0.004696654,0.003326327,0.0007074383,0,"GID_3682","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-01-31,1.095009,NA,6.480428,NA,"Lake Geneva_2020_01"
"2391",7814,"GID_3683",0.003820261,0.004996554,0.00369705,0.0008589498,0,"GID_3683","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-01-31,1.130814,NA,5.775048,NA,"Lake Geneva_2020_01"
"2392",7815,"GID_3684",0.002657601,0.003370271,0.00242176,0.0005599126,0,"GID_3684","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-02-01,1.531608,NA,7.138527,NA,"Lake Geneva_2020_02"
"2393",7816,"GID_3685",0.002635475,0.003343522,0.002395528,0.0005496777,0,"GID_3685","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-02-01,1.49317,NA,8.158099,NA,"Lake Geneva_2020_02"
"2394",7817,"GID_3686",0.002684091,0.00343806,0.002425187,0.0005372244,0,"GID_3686","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-02-02,1.556819,NA,6.958133,NA,"Lake Geneva_2020_02"
"2395",7818,"GID_3687",0.004022341,0.005211201,0.003615068,0.0007466694,0,"GID_3687","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-02-03,0.9403831,NA,6.90173,NA,"Lake Geneva_2020_02"
"2396",7819,"GID_3688",0.00349944,0.004493799,0.003089231,0.0006329906,0,"GID_3688","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-02-03,0.7594622,NA,6.426851,NA,"Lake Geneva_2020_02"
"2397",7820,"GID_3689",0.003439022,0.004480337,0.003027591,0.0005783851,0,"GID_3689","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-02-04,0.8872279,NA,8.371826,NA,"Lake Geneva_2020_02"
"2398",7822,"GID_3690",0.003368368,0.004396197,0.002950922,0.000572053,0,"GID_3690","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-02-04,0.9411988,NA,7.947752,NA,"Lake Geneva_2020_02"
"2399",7823,"GID_3691",0.003722747,0.004779987,0.003341754,0.0007243713,0,"GID_3691","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-02-05,0.8363773,NA,7.076502,NA,"Lake Geneva_2020_02"
"2400",7824,"GID_3692",0.003795467,0.004893121,0.003457501,0.0006826868,0,"GID_3692","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-02-05,0.8167157,NA,6.82014,NA,"Lake Geneva_2020_02"
"2401",7825,"GID_3693",0.00265623,0.003356056,0.002289058,0.0004662576,0,"GID_3693","Eawag","Switzerland","Lake Geneva",46.50015,6.66078,2020-02-06,0.9944015,NA,6.57557,NA,"Lake Geneva_2020_02"
