"","V1","station_id","B1","B2","B3","B4","id","organization","region","local","lat","long","date","chla","tss","secchi","acdom440","local_year_month"
"1666",6896,"GID_2849",0.0176204888953039,0.02589790004048,0.0175573410044042,0.00470057058695072,"GID_2849","NIGLAS","China","Taihu",31.112079,119.970526,2008-10-15,9.14004,12.69230769,0.7,0.557403907,"Taihu_2008_10"
"1667",6898,"GID_2850",0.0231130742109696,0.0310567107875224,0.0233363745583206,0.00416384462304896,"GID_2850","NIGLAS","China","Taihu",31.146534,119.973101,2008-10-15,7.718256,18.5,0.55,0.555650206,"Taihu_2008_10"
"1668",6899,"GID_2851",0.0268353192833462,0.0377512320229325,0.0333972613830696,0.00882053515538305,"GID_2851","NIGLAS","China","Taihu",31.166939,120.014931,2008-10-15,15.5682,47,0.25,0.53012428,"Taihu_2008_10"
"1669",6900,"GID_2852",0.023263794297274,0.0337724877754791,0.0285841434797527,0.00830447483777123,"GID_2852","NIGLAS","China","Taihu",31.198857,119.99882,2008-10-15,18.50142,38,0.25,0.748373142,"Taihu_2008_10"
"1670",6901,"GID_2853",0.0216268082924528,0.0300909288019079,0.0237180021894102,0.00472461758272434,"GID_2853","NIGLAS","China","Taihu",31.240104,120.008609,2008-10-15,12.70566,22.75,0.3,0.663794611,"Taihu_2008_10"
"1671",6902,"GID_2854",0.0142820756302601,0.0209762103446673,0.0151287836866948,0.00331022559962822,"GID_2854","NIGLAS","China","Taihu",31.276788,120.008004,2008-10-15,22.71618,18.2,0.5,0.852931447,"Taihu_2008_10"
"1672",6903,"GID_2855",0.00821553969544968,0.0126764548028353,0.00862575103215271,0.00195502949800609,"GID_2855","NIGLAS","China","Taihu",31.301689,120.003225,2008-10-15,11.311776,9.538461538,0.8,0.832637411,"Taihu_2008_10"
"1673",6904,"GID_2856",0.00668721231916255,0.00946230337963185,0.00610753269335033,0.00143932796906007,"GID_2856","NIGLAS","China","Taihu",31.320923,119.983244,2008-10-15,80.05068,20.8,0.55,0.986503342,"Taihu_2008_10"
"1674",6905,"GID_2857",0.00816945084959229,0.0165058199545611,0.0110971213650811,0.00386902486396538,"GID_2857","NIGLAS","China","Taihu",31.336851,119.959271,2008-10-15,49.655025,22,0.7,1.15103282,"Taihu_2008_10"
"1675",6906,"GID_2858",0.0140306039311202,0.0261823868444746,0.0204180926556036,0.00735045081012079,"GID_2858","NIGLAS","China","Taihu",31.355254,119.991417,2008-10-15,18.96642,20.25,0.5,1.158311353,"Taihu_2008_10"
"1676",6907,"GID_2859",0.0112137909229213,0.0172618788967205,0.0148874559853209,0.00407420801737855,"GID_2859","NIGLAS","China","Taihu",31.437555,120.044892,2008-10-16,22.61853,32,0.35,1.102464787,"Taihu_2008_10"
"1677",6909,"GID_2860",0.0116923585551902,0.0194776223119543,0.0173709157491356,0.0047894403463201,"GID_2860","NIGLAS","China","Taihu",31.46231,120.041288,2008-10-16,25.926912,31.6,0.35,1.225296806,"Taihu_2008_10"
"1678",6910,"GID_2861",0.0121864210630617,0.0205628848776799,0.0178766135557194,0.005821401743076,"GID_2861","NIGLAS","China","Taihu",31.41242,120.036747,2008-10-16,43.559712,33.25,0.3,1.123885846,"Taihu_2008_10"
"1679",6911,"GID_2862",0.0141405306167936,0.0235169340024415,0.0206574104649436,0.00759189107138384,"GID_2862","NIGLAS","China","Taihu",31.384799,120.024102,2008-10-16,34.3728,43,0.3,1.18057044,"Taihu_2008_10"
"1680",6912,"GID_2863",0.0192838680042408,0.0284313430753996,0.0266222944862549,0.0100524299012134,"GID_2863","NIGLAS","China","Taihu",31.3480571,120.024842,2008-10-16,15.909696,63.25,0.25,1.015802766,"Taihu_2008_10"
"1681",6913,"GID_2864",0.018635187757693,0.0276607671795219,0.0256985489958207,0.00946022143099775,"GID_2864","NIGLAS","China","Taihu",31.347862,120.025273,2008-10-16,19.6137,56.5,0.2,1.279626813,"Taihu_2008_10"
"1682",6914,"GID_2865",0.0131847327746563,0.0190052548342698,0.0167630832699544,0.00568188495363318,"GID_2865","NIGLAS","China","Taihu",31.347553,120.02619,2008-10-16,18.159552,57.25,0.25,0.983726318,"Taihu_2008_10"
"1683",6915,"GID_2866",0.0175161939947027,0.0261257126173882,0.0239976967879621,0.0085248272731743,"GID_2866","NIGLAS","China","Taihu",31.346328,120.02506,2008-10-16,16.9911,53.5,0.25,1.189075222,"Taihu_2008_10"
"1684",6916,"GID_2867",0.0156021191862092,0.0226859296593449,0.0206212193793869,0.00714600912253785,"GID_2867","NIGLAS","China","Taihu",31.346543,120.023283,2008-10-16,17.723475,56,0.3,1.059703473,"Taihu_2008_10"
"1685",6917,"GID_2868",0.0146955055065026,0.0214057122838124,0.0195071170270336,0.00616173618313786,"GID_2868","NIGLAS","China","Taihu",31.347637,120.023643,2008-10-16,23.459715,55.5,0.25,1.09521468,"Taihu_2008_10"
"1686",6918,"GID_2869",0.0175809698128832,0.0257147839512313,0.0231071600273452,0.00836486548759338,"GID_2869","NIGLAS","China","Taihu",31.347916,120.023921,2008-10-16,24.80868,54.25,0.25,1.021389186,"Taihu_2008_10"
"1687",6920,"GID_2870",0.015656965234242,0.0230010015925358,0.0206426147785454,0.00741288178353648,"GID_2870","NIGLAS","China","Taihu",31.347663,120.023854,2008-10-16,19.05849,54,0.25,1.087551086,"Taihu_2008_10"
"1688",6921,"GID_2871",0.0179217576532052,0.0256477350977381,0.0233340137247015,0.00841886171290481,"GID_2871","NIGLAS","China","Taihu",31.345437,120.023525,2008-10-16,31.33728,46.75,0.25,0.880158171,"Taihu_2008_10"
"1689",6922,"GID_2872",0.0196721502720969,0.0296706293681003,0.0275096888919922,0.00980348016884751,"GID_2872","NIGLAS","China","Taihu",31.345386,120.026277,2008-10-16,12.905424,55.5,0.25,0.889465713,"Taihu_2008_10"
"1690",6923,"GID_2873",0.0174680398671656,0.0258945593951382,0.0230520969444381,0.00849361951571185,"GID_2873","NIGLAS","China","Taihu",31.347601,120.031502,2008-10-16,16.186464,45.75,0.3,0.917095133,"Taihu_2008_10"
"1691",6924,"GID_2874",0.0185924584436641,0.0277178025653154,0.0243065785381692,0.00751376812058205,"GID_2874","NIGLAS","China","Taihu",31.347501,120.034137,2008-10-16,19.71972,44,0.35,0.815352014,"Taihu_2008_10"
"1692",6925,"GID_2875",0.014797345644664,0.0208372332573436,0.0186338154900059,0.00574622857708391,"GID_2875","NIGLAS","China","Taihu",31.34066,120.031171,2008-10-16,12.883104,30.5,0.3,0.938159818,"Taihu_2008_10"
"1693",6926,"GID_2876",0.0159807262152848,0.0235697096643855,0.0212092054357387,0.00599147002752535,"GID_2876","NIGLAS","China","Taihu",31.338326,120.033689,2008-10-16,13.398696,43.5,0.25,0.834840922,"Taihu_2008_10"
"1694",6927,"GID_2877",0.0170476657774091,0.0234592668225764,0.0210633910325926,0.00647971065285898,"GID_2877","NIGLAS","China","Taihu",31.338696,120.023034,2008-10-16,10.856448,58.25,0.2,1.003959818,"Taihu_2008_10"
"1695",6928,"GID_2878",0.0203952662828105,0.0294320344545463,0.0272864104973863,0.00929536665763458,"GID_2878","NIGLAS","China","Taihu",31.341135,120.023392,2008-10-16,15.793632,47,0.25,0.978376778,"Taihu_2008_10"
"1696",6929,"GID_2879",0.0180997269376376,0.0251071845984805,0.0195047576248357,0.0051476794141154,"GID_2879","NIGLAS","China","Taihu",31.386595,120.112241,2008-10-16,22.746312,33.75,0.35,0.96856942,"Taihu_2008_10"
"1697",6931,"GID_2880",0.0197737718989941,0.029176712852408,0.0242024336807825,0.00943062090452526,"GID_2880","NIGLAS","China","Taihu",31.39158,120.187893,2008-10-17,40.97952,45.5,0.25,0.936223193,"Taihu_2008_10"
"1698",6932,"GID_2881",0.0177809386083418,0.0252096948434684,0.0213126544059423,0.00474220909809655,"GID_2881","NIGLAS","China","Taihu",31.363403,120.161332,2008-10-17,15.55704,29.5,0.35,0.817771349,"Taihu_2008_10"
"1699",6933,"GID_2882",0.0188773941646033,0.0266081094237684,0.0237862151730547,0.00654524269370383,"GID_2882","NIGLAS","China","Taihu",31.334388,120.149867,2008-10-17,12.29832,44,0.3,0.910662262,"Taihu_2008_10"
"1700",6934,"GID_2883",0.0212418494391852,0.0297699718820588,0.0248628694422876,0.00345389645429423,"GID_2883","NIGLAS","China","Taihu",31.302112,120.141352,2008-10-17,20.711844,30,0.35,0.831153753,"Taihu_2008_10"
"1701",6935,"GID_2884",0.0216443844954765,0.0294974988754903,0.0248321778989693,0.0058791102704597,"GID_2884","NIGLAS","China","Taihu",31.274707,120.140347,2008-10-17,19.45188,26.71428571,0.4,0.718344127,"Taihu_2008_10"
"1702",6936,"GID_2885",0.0198464594269538,0.028856582627471,0.0249883559651344,0.00688358802973464,"GID_2885","NIGLAS","China","Taihu",31.257036,120.130268,2008-10-17,31.797072,41,0.3,0.63443702,"Taihu_2008_10"
"1703",6937,"GID_2886",0.0195436856209154,0.0305356857718337,0.0252068578894377,0.00928751190531802,"GID_2886","NIGLAS","China","Taihu",31.220573,120.128253,2008-10-17,37.6929,51.4,0.25,0.667553107,"Taihu_2008_10"
"1704",6938,"GID_2887",0.0211503371614785,0.0290493063277292,0.0244829167117121,0.00652153583826412,"GID_2887","NIGLAS","China","Taihu",31.258418,120.120328,2008-10-17,24.721632,37.6,0.3,0.636681853,"Taihu_2008_10"
"1705",6939,"GID_2888",0.0196639574178323,0.0274528045569838,0.0218367467566509,0.00535559841305425,"GID_2888","NIGLAS","China","Taihu",31.308616,120.117945,2008-10-17,47.819205,37,0.35,0.733083327,"Taihu_2008_10"
"1706",6940,"GID_2889",0.0166606954690197,0.0266557556072223,0.0218891780774764,0.00397788258120178,"GID_2889","NIGLAS","China","Taihu",31.34666,120.126462,2008-10-17,38.153808,32.8,0.35,0.888463447,"Taihu_2008_10"
"1707",6943,"GID_2891",0.0191669480114428,0.0329982717901742,0.0259385672793644,0.0136368149218649,"GID_2891","NIGLAS","China","Taihu",31.397799,120.178602,2008-10-17,97.39053,58.6,0.25,0.772292494,"Taihu_2008_10"
"1708",6944,"GID_2892",0.0109141513714957,0.0144577662924757,0.00875962916497946,0.0010359958449044,"GID_2892","NIGLAS","China","Taihu",31.391,120.2,2011-05-01,6.95448,10.92,0.65,0.479024,"Taihu_2011_05"
"1709",6945,"GID_2893",0.0134416835677936,0.0205327144567706,0.0153339517952692,0.00286092491705366,"GID_2893","NIGLAS","China","Taihu",31.405,120.183,2011-05-01,10.17564,21.88,0.3,0.991606,"Taihu_2011_05"
"1710",6946,"GID_2894",0.0168328882015951,0.0263555644386388,0.0199617831251198,0.00287806136277334,"GID_2894","NIGLAS","China","Taihu",31.4273,120.1856,2011-05-01,18.94916,26.28,0.25,0.725116,"Taihu_2011_05"
"1711",6947,"GID_2895",0.0192438808746503,0.0265295751019221,0.0201823006962115,0.00243074375242508,"GID_2895","NIGLAS","China","Taihu",31.45,120.188,2011-05-01,6.0782,17.12,0.4,1.037666,"Taihu_2011_05"
"1712",6948,"GID_2896",0.0136191210677936,0.0211167517546082,0.0149142870081069,0.00260787968931177,"GID_2896","NIGLAS","China","Taihu",31.476,120.196,2011-05-01,23.26724,15.88,0.35,0.499422,"Taihu_2011_05"
"1713",6949,"GID_2897",0.0233182679914886,0.0396345672548007,0.031052647960107,0.00608230431441759,"GID_2897","NIGLAS","China","Taihu",31.504,120.2,2011-05-01,37.064,23.16,0.3,0.441518,"Taihu_2011_05"
"1714",6950,"GID_2898",0.018570000665139,0.0260181239739366,0.0204994669806117,0.00260681372549284,"GID_2898","NIGLAS","China","Taihu",31.511,120.174,2011-05-01,5.2792,18.92,0.4,0.553378,"Taihu_2011_05"
"1715",6951,"GID_2899",0.0162646994583656,0.0230959089137525,0.0174489632897576,0.00263636191585582,"GID_2899","NIGLAS","China","Taihu",31.493,120.163,2011-05-01,12.74928,23.4,0.35,0.471786,"Taihu_2011_05"
"1716",6952,"GID_29",0.0038408407679156,0.00983474410991524,0.00946719125536864,0.00179789826793563,"GID_29","UT-TO","Estonia","Lake Vortsjarv",58.31718333,26.0438,2014-07-18,NA,12.5,0.6,1.151292546,"Lake Vortsjarv_2014_07"
"1717",6954,"GID_2900",0.0156940119948217,0.0234414257275397,0.0186126568177236,0.00497474229867509,"GID_2900","NIGLAS","China","Taihu",31.47,120.156,2011-05-01,27.32376,31.88,0.3,0.476392,"Taihu_2011_05"
"1718",6955,"GID_2901",0.0143128635587167,0.0203900699536666,0.0148215393824414,0.00305691879170263,"GID_2901","NIGLAS","China","Taihu",31.45,120.153,2011-05-01,18.61576,20.04,0.4,0.399406,"Taihu_2011_05"
"1719",6956,"GID_2902",0.0140601448872091,0.0215121754002009,0.0160645735479624,0.00387832734848548,"GID_2902","NIGLAS","China","Taihu",31.428,120.148,2011-05-01,27.6054,26.36,0.3,0.466522,"Taihu_2011_05"
"1720",6957,"GID_2903",0.0136177262701625,0.0206128487410714,0.0152599679034502,0.00320457610461755,"GID_2903","NIGLAS","China","Taihu",31.402,120.143,2011-05-01,26.2732,20.12,0.4,0.497448,"Taihu_2011_05"
"1721",6958,"GID_2904",0.0237405795131242,0.0352391219665787,0.0331829222136126,0.0139450593380844,"GID_2904","NIGLAS","China","Taihu",31.381,120.1189,2011-05-02,35.2142,83.5,0.13,0.633654,"Taihu_2011_05"
"1722",6959,"GID_2905",0.0221596387566216,0.0321610428915268,0.0306502741046983,0.013134752086925,"GID_2905","NIGLAS","China","Taihu",31.368,120.097,2011-05-02,16.42205,87.75,0.15,0.751436,"Taihu_2011_05"
"1723",6960,"GID_2906",0.0170704225953812,0.0255624583155581,0.025379369862774,0.00898717099894133,"GID_2906","NIGLAS","China","Taihu",31.356,120.067,2011-05-02,10.8649,81.1,0.15,0.941598,"Taihu_2011_05"
"1724",6961,"GID_2907",0.0265606474733647,0.0365560690688431,0.0362090711560477,0.0171026788408337,"GID_2907","NIGLAS","China","Taihu",31.352,120.041,2011-05-02,14.1622,77.25,0.15,2.762284,"Taihu_2011_05"
"1725",6962,"GID_2908",0.0274711972873639,0.0374377861769013,0.0370021779840195,0.0193075957099947,"GID_2908","NIGLAS","China","Taihu",31.347,120.015,2011-05-02,16.8482,95,0.15,2.836638,"Taihu_2011_05"
"1726",6963,"GID_2909",0.0275542945047914,0.0382599901399924,0.037833586451371,0.0243552091878745,"GID_2909","NIGLAS","China","Taihu",31.347,119.99,2011-05-02,22.269,115.4666667,0.1,1.122548,"Taihu_2011_05"
"1727",6964,"GID_291",0.00388702791204393,0.0124682141897343,0.0137441341702419,0.00437368319021387,"GID_291","CSIRO","Australia","Lake Burley Griffin",-35.2964142,149.1018958,2020-12-18,43.288,15.333,0.5,4.9426,"Lake Burley Griffin_2020_12"
"1728",6965,"GID_2910",0.0225286025310993,0.0319188011705507,0.0304432963229768,0.0178868768921402,"GID_2910","NIGLAS","China","Taihu",31.3685,120.0072,2011-05-02,29.02133333,77.86666667,0.15,1.316,"Taihu_2011_05"
"1729",6966,"GID_2911",0.0206672135884769,0.0280611721666857,0.027519219163813,0.0111669600792261,"GID_2911","NIGLAS","China","Taihu",31.3847,120.0209,2011-05-02,6.23595,42.4,0.2,1.293628,"Taihu_2011_05"
"1730",6967,"GID_2912",0.0207510592613535,0.0284425273380214,0.0263967978777047,0.00995940499859176,"GID_2912","NIGLAS","China","Taihu",31.4107,120.036,2011-05-02,7.99155,26.95,0.3,1.346268,"Taihu_2011_05"
"1731",6968,"GID_2913",0.0232324785518719,0.0324200016792459,0.0300076539837195,0.0115098050089796,"GID_2913","NIGLAS","China","Taihu",31.4378,120.0429,2011-05-02,8.3133,27.85,0.35,2.265494,"Taihu_2011_05"
"1732",6969,"GID_2914",0.0236658331051723,0.0331542770001541,0.0321932315906383,0.0155604902697945,"GID_2914","NIGLAS","China","Taihu",31.4641,120.0437,2011-05-02,17.30055,45.9,0.2,1.25349,"Taihu_2011_05"
"1733",6970,"GID_2915",0.0163417613624189,0.0257360995686,0.0197689669734463,0.00202377535081819,"GID_2915","NIGLAS","China","Taihu",31.3821,120.2419,2011-05-04,20.31044,42.52,0.3,1.052142,"Taihu_2011_05"
"1734",6972,"GID_2917",0.0146796737453128,0.0228491999801027,0.0180757252937403,0.00184720418687799,"GID_2917","NIGLAS","China","Taihu",31.409,120.3256,2011-05-04,14.52216,24.48,0.35,1.514058,"Taihu_2011_05"
"1735",6973,"GID_2918",0.0121970689784834,0.0206881696985458,0.0159494120098983,0.00181781055770814,"GID_2918","NIGLAS","China","Taihu",31.4236,120.3682,2011-05-04,25.2448,23.24,0.35,1.297576,"Taihu_2011_05"
"1736",6975,"GID_292",0.00351378659807452,0.0104787945635461,0.0120063788721357,0.0031325404591477,"GID_292","CSIRO","Australia","Lake Burley Griffin",-35.2880864,149.0976313,2020-12-18,16.805,11.333,0.52,4.9083,"Lake Burley Griffin_2020_12"
"1737",6976,"GID_2920",0.0235068593461699,0.0327760391513008,0.0286720781851509,0.00642422522149178,"GID_2920","NIGLAS","China","Taihu",31.1819,120.3328,2011-05-04,3.4826,45.96,0.25,0.989632,"Taihu_2011_05"
"1738",6977,"GID_2921",0.0203997780697578,0.0281013603260861,0.0217844196233992,0.0028297755219454,"GID_2921","NIGLAS","China","Taihu",31.2003,120.3072,2011-05-04,4.94884,24.2,0.3,0.62839,"Taihu_2011_05"
"1739",6978,"GID_2922",0.0181303251458247,0.0297635556776469,0.0236933843200773,0.00669983348536836,"GID_2922","NIGLAS","China","Taihu",31.2143,120.2796,2011-05-05,7.71256,32.76,0.25,0.796838,"Taihu_2011_05"
"1740",6979,"GID_2923",0.0253700206565085,0.0354179839448613,0.0288743704526708,0.00465002854612162,"GID_2923","NIGLAS","China","Taihu",31.2267,120.25,2011-05-05,4.57548,30.64,0.3,0.571802,"Taihu_2011_05"
"1741",6980,"GID_2924",0.0193403595693709,0.0291262295930129,0.0231373749360529,0.00266525884879198,"GID_2924","NIGLAS","China","Taihu",31.2388,120.2176,2011-05-05,13.1016,32.52,0.2,0.619836,"Taihu_2011_05"
"1742",6983,"GID_2927",0.0185841433381942,0.0285575352299503,0.0234784697619583,0.00415186892400044,"GID_2927","NIGLAS","China","Taihu",31.1318,120.3625,2011-05-05,6.7252,55.84,0.15,2.454998,"Taihu_2011_05"
"1743",6984,"GID_2928",0.0171726297333492,0.0242399273055337,0.0189378869749461,0.00139098085641057,"GID_2928","NIGLAS","China","Taihu",31.0659,120.3215,2011-05-05,5.5181,25.84,0.3,2.502374,"Taihu_2011_05"
"1744",6986,"GID_293",0.00521629489732754,0.00905210159344895,0.00863688079579907,0.00308309376677839,"GID_293","CSIRO","Australia","Western Treatment Plant",-38.0105,144.5809,2020-03-09,20.15,50,0.27,2.642,"Western Treatment Plant_2020_03"
"1745",6988,"GID_2931",0.0211150984539611,0.0289178297452838,0.0220439299644229,0.00164866773985527,"GID_2931","NIGLAS","China","Taihu",30.9841,120.317,2011-05-05,1.75204,23.64,0.25,2.478686,"Taihu_2011_05"
"1746",6989,"GID_2932",0.0256881078611392,0.0362075889059095,0.0313664327494355,0.00600071832313048,"GID_2932","NIGLAS","China","Taihu",30.975,120.1543,2011-05-05,4.24432,37.6,0.2,0.453362,"Taihu_2011_05"
"1747",6990,"GID_2933",0.0163179182280817,0.0369565127551015,0.0293716821257947,0.0237246778036876,"GID_2933","NIGLAS","China","Taihu",30.9584,120.2358,2011-05-05,6.5692,41.44,0.2,2.267468,"Taihu_2011_05"
"1748",6991,"GID_2934",0.0258157347776918,0.0397694295500739,0.0351451089427684,0.0124543566491851,"GID_2934","NIGLAS","China","Taihu",30.9677,120.1968,2011-05-05,9.6743,62.68,0.15,2.695826,"Taihu_2011_05"
"1749",6992,"GID_2935",0.0262478038807214,0.0371759377422276,0.0341083498349456,0.0113077251481969,"GID_2935","NIGLAS","China","Taihu",30.9552,120.1403,2011-05-05,12.51666667,68.24,0.1,0.508634,"Taihu_2011_05"
"1750",6994,"GID_2937",0.0285424744628296,0.0388187283311331,0.034804675384641,0.0082768744292888,"GID_2937","NIGLAS","China","Taihu",31.0233,120.101,2011-05-07,4.492666667,46.64,0.15,2.47408,"Taihu_2011_05"
"1751",6995,"GID_2938",0.0273730396896018,0.0375313966773593,0.0348271649093075,0.0097974815950009,"GID_2938","NIGLAS","China","Taihu",31.0709,120.0475,2011-05-07,4.935866667,63.2,0.15,2.318792,"Taihu_2011_05"
"1752",6996,"GID_2939",0.0256230665362181,0.0354146650540629,0.0315046973986219,0.00742820659108267,"GID_2939","NIGLAS","China","Taihu",31.1238,120.0123,2011-05-07,5.1754,48,0.15,0.513898,"Taihu_2011_05"
"1753",6997,"GID_294",0.00143122798028391,0.00426512671213497,0.00497474940979329,0.00109192370053878,"GID_294","CSIRO","Australia","Lake Tuggeranong",-35.40916111,149.0663889,2020-02-19,39.841,21.143,0.45,2.5927,"Lake Tuggeranong_2020_02"
"1754",6998,"GID_2940",0.02255794284864,0.0320461363194814,0.0283031807448696,0.00642677608905232,"GID_2940","NIGLAS","China","Taihu",31.1848,119.9902,2011-05-07,9.664266667,49.8,0.2,2.449734,"Taihu_2011_05"
"1755",6999,"GID_2941",0.023815526339206,0.0330322960493319,0.0284999291487323,0.00672088397132817,"GID_2941","NIGLAS","China","Taihu",31.2446,119.9651,2011-05-07,13.0236,43.6,0.2,2.427362,"Taihu_2011_05"
"1756",7000,"GID_2942",0.0182312566141896,0.0284514901379691,0.0285315904863316,0.0151846282553691,"GID_2942","NIGLAS","China","Taihu",31.3193,119.9332,2011-05-08,46.70066667,150.6,0.07,2.079938,"Taihu_2011_05"
"1757",7002,"GID_2944",0.0163542641196953,0.0284774560880027,0.0228014167828963,0.0132260524360533,"GID_2944","NIGLAS","China","Taihu",31.3084,119.9624,2011-05-08,42.1174,78.73333333,0.2,4.113816,"Taihu_2011_05"
"1758",7003,"GID_2945",0.0172199158279269,0.0280071017488864,0.025000930756451,0.00802649595520296,"GID_2945","NIGLAS","China","Taihu",31.3019,119.981,2011-05-08,15.3303,55.33333333,0.15,4.16185,"Taihu_2011_05"
"1759",7004,"GID_2946",0.0270062915520207,0.0397977906597741,0.0360238945633564,0.00965656039810699,"GID_2946","NIGLAS","China","Chaohu",31.5097,117.5532,2013-05-12,10.672,46,0.2,0.29811348,"Chaohu_2013_05"
"1760",7005,"GID_2947",0.0261838034405839,0.0383919183652632,0.0310471402709009,0.00741188678572257,"GID_2947","NIGLAS","China","Chaohu",31.5234,117.5165,2013-05-12,23.85733333,22,0.35,0.32574948,"Chaohu_2013_05"
"1761",7006,"GID_2948",0.0277557684058092,0.0406417854789897,0.0316994002353288,0.00673960821339852,"GID_2948","NIGLAS","China","Chaohu",31.5366,117.4849,2013-05-12,17.512,22,0.45,0.3930234,"Chaohu_2013_05"
"1762",7007,"GID_2949",0.0198083115370365,0.0318300421107864,0.0262956451244216,0.00695033527503649,"GID_2949","NIGLAS","China","Chaohu",31.5502,117.4484,2013-05-12,20.60933333,30,0.32,0.41469792,"Chaohu_2013_05"
"1763",7008,"GID_295",0.0273424779363282,0.057557693401653,0.0721040218216879,0.018828446535211,"GID_295","CSIRO","Australia","Lake Pamamaroo",-32.2550099,142.4343434,2020-08-01,1.643,118.667,0.11,2.3375,"Lake Pamamaroo_2020_08"
"1764",7009,"GID_2950",0.0150508260762901,0.0246400497512599,0.0205943874652819,0.00463846792791204,"GID_2950","NIGLAS","China","Chaohu",31.5728,117.418,2013-05-12,29.36533333,14,0.35,0.2155937,"Chaohu_2013_05"
"1765",7010,"GID_2951",0.0189334126496042,0.0303452666077402,0.024697304874162,0.00629406436228792,"GID_2951","NIGLAS","China","Chaohu",31.5949,117.3953,2013-05-12,22.79333333,43,0.28,0.50153418,"Chaohu_2013_05"
"1766",7011,"GID_2952",0.0253454510659782,0.0363254903843084,0.0308880416861366,0.0094784717908784,"GID_2952","NIGLAS","China","Chaohu",31.62,117.3702,2013-05-12,14.044,49,0.25,0.5593,"Chaohu_2013_05"
"1767",7012,"GID_2953",0.0225399533227338,0.0347647848355581,0.030176721786689,0.00850797745952792,"GID_2953","NIGLAS","China","Chaohu",31.6477,117.3485,2013-05-12,19.97733333,48,0.25,0.66052014,"Chaohu_2013_05"
"1768",7013,"GID_2954",0.0258175851576841,0.0365428775908953,0.0322761229489889,0.00927820686117954,"GID_2954","NIGLAS","China","Chaohu",31.6756,117.3305,2013-05-12,11.85333333,57,0.22,0.51803024,"Chaohu_2013_05"
"1769",7014,"GID_2955",0.0255853314607761,0.0374285930769336,0.0304547338448671,0.00650760647861127,"GID_2955","NIGLAS","China","Chaohu",31.5111,117.5903,2013-05-12,12.636,32,0.3,0.39689244,"Chaohu_2013_05"
"1770",7015,"GID_2956",0.0222564264181894,0.0338707868695052,0.0272371133349181,0.00616549075470395,"GID_2956","NIGLAS","China","Chaohu",31.5269,117.6278,2013-05-12,16.23466667,31,0.35,0.53134158,"Chaohu_2013_05"
"1771",7016,"GID_2957",0.0249928699292155,0.0383284398448521,0.0328178590265587,0.00762141033676972,"GID_2957","NIGLAS","China","Chaohu",31.5499,117.6575,2013-05-12,12.35466667,22,0.25,0.49807968,"Chaohu_2013_05"
"1772",7017,"GID_2958",0.0251477040787007,0.0375864302034142,0.0315210717795103,0.00697982902635651,"GID_2958","NIGLAS","China","Chaohu",31.5714,117.6863,2013-05-12,11.21466667,16,0.3,0.53482898,"Chaohu_2013_05"
"1773",7018,"GID_2959",0.0244378642760996,0.0374031780452238,0.0300363569741445,0.00621094928388274,"GID_2959","NIGLAS","China","Chaohu",31.5901,117.714,2013-05-12,13.34,26,0.35,0.24304546,"Chaohu_2013_05"
"1774",7019,"GID_296",0.0277247862552527,0.0582646771278792,0.0738527477020855,0.0194263541451219,"GID_296","CSIRO","Australia","Lake Pamamaroo",-32.2755141,142.4574621,2020-07-31,0.563,142.667,0.13,2.5892,"Lake Pamamaroo_2020_07"
"1775",7020,"GID_2960",0.0275932507284685,0.0402918742265387,0.0315305094478766,0.00637411498579746,"GID_2960","NIGLAS","China","Chaohu",31.5941,117.7488,2013-05-12,12.758,38,0.4,0.34566056,"Chaohu_2013_05"
"1776",7021,"GID_2961",0.0169360430033927,0.0401615317218679,0.038728664348739,0.0288523288338588,"GID_2961","NIGLAS","China","Chaohu",31.579121,117.452955,2013-10-10,216.116,NA,0.2,0.84856996,"Chaohu_2013_10"
"1777",7022,"GID_2962",0.018960875662163,0.0344022033680539,0.0250257995134185,0.0161924184652139,"GID_2962","NIGLAS","China","Chaohu",31.579173,117.452878,2013-10-10,2491.288,208,0.2,0.68370806,"Chaohu_2013_10"
"1778",7023,"GID_2964",0.0213801203797393,0.0351896197879805,0.0275921316602928,0.0103873073338812,"GID_2964","NIGLAS","China","Chaohu",31.578985,117.453357,2013-10-10,1352.104,270,0.25,0.71462748,"Chaohu_2013_10"
"1779",7024,"GID_2965",0.0207468546663889,0.039551663634693,0.0282594116212996,0.0195980843564909,"GID_2965","NIGLAS","China","Chaohu",31.590709,117.453357,2013-10-10,410.94,NA,0.2,0.76708982,"Chaohu_2013_10"
"1780",7025,"GID_2966",0.0187527700136897,0.0356279070058295,0.0254950508177736,0.0177781339770108,"GID_2966","NIGLAS","China","Chaohu",31.590746,117.453433,2013-10-10,233.896,69,0.25,0.63604254,"Chaohu_2013_10"
"1781",7026,"GID_2967",0.0200543423010535,0.0363120553577568,0.0265651439898018,0.0124807440268129,"GID_2967","NIGLAS","China","Chaohu",31.590725,117.453344,2013-10-10,137.756,NA,0.25,1.341991,"Chaohu_2013_10"
"1782",7027,"GID_2968",0.0190016713439676,0.033497687930775,0.0248291702052141,0.0117985501736281,"GID_2968","NIGLAS","China","Chaohu",31.590717,117.453347,2013-10-10,147.81,50,0.25,0.72711632,"Chaohu_2013_10"
