station_id,blue (sr-1),green (sr-1),red (sr-1),nir (sr-1),id,organization,region,local,lat,long,date,chla (mgm-3),tss (mgL-1),secchi (m),acdom440 (m-1),local_year_month
Curuai_08_2021_Ponto_02,0.011172212,0.020553277,0.023302518,0.006364519,144,LabISA-INPE,AMZ,Curuai,-2.139758,-55.6267,31/08/21,8.67,6.5,0.47,NA,Curuai_2021_08
Curuai_08_2021_Ponto_03,0.011938254,0.022567902,0.02575975,0.007289218,144,LabISA-INPE,AMZ,Curuai,-2.109409,-55.62173,31/08/21,7.89,8,0.53,NA,Curuai_2021_08
Curuai_08_2021_Ponto_04,0.012147347,0.02297459,0.026406232,0.008035817,144,LabISA-INPE,AMZ,Curuai,-2.083408,-55.62385,31/08/21,6.42,6.5,0.4,NA,Curuai_2021_08
Curuai_08_2021_Ponto_05,0.012321691,0.021811889,0.024966254,0.007730426,144,LabISA-INPE,AMZ,Curuai,-2.128419,-55.66075,01/09/21,7.78,9,0.39,NA,Curuai_2021_09
Curuai_08_2021_Ponto_06,0.017798407,0.031240292,0.036653757,0.014372085,144,LabISA-INPE,AMZ,Curuai,-2.070426,-55.66242,01/09/21,4.78,42.5,0.37,NA,Curuai_2021_09
Curuai_08_2021_Ponto_07,0.010904886,0.020090004,0.022583918,0.006131364,144,LabISA-INPE,AMZ,Curuai,-2.15289,-55.67633,01/09/21,13.08,12.5,0.46,NA,Curuai_2021_09
Curuai_08_2021_Ponto_08,0.013649837,0.025895442,0.029876231,0.008274302,144,LabISA-INPE,AMZ,Curuai,-2.115704,-55.69392,01/09/21,10.33,11,0.41,NA,Curuai_2021_09
Curuai_08_2021_Ponto_09,0.012121239,0.023833913,0.027954033,0.007218685,144,LabISA-INPE,AMZ,Curuai,-2.163526,-55.8408,02/09/21,4.95,13.5,0.42,NA,Curuai_2021_09
Curuai_08_2021_Ponto_10,0.010564469,0.02014242,0.022590559,0.005084499,144,LabISA-INPE,AMZ,Curuai,-2.187672,-55.81104,02/09/21,7.47,9,0.56,NA,Curuai_2021_09
Curuai_08_2021_Ponto_11,0.004407016,0.00783502,0.007036525,0.001182645,144,LabISA-INPE,AMZ,Curuai,-2.227099,-55.78793,02/09/21,10.83,2.5,1.31,NA,Curuai_2021_09
Curuai_08_2021_Ponto_12,0.010133153,0.018919929,0.021068645,0.005216742,144,LabISA-INPE,AMZ,Curuai,-2.176058,-55.76672,02/09/21,8.67,14.5,0.47,NA,Curuai_2021_09
Curuai_08_2021_Ponto_13,0.010935341,0.019326845,0.021330751,0.006644369,144,LabISA-INPE,AMZ,Curuai,-2.226637,-55.66285,03/09/21,8.42,9,0.54,NA,Curuai_2021_09
Curuai_08_2021_Ponto_14,0.010939524,0.017452962,0.019368087,0.006613725,144,LabISA-INPE,AMZ,Curuai,-2.264133,-55.62018,03/09/21,10.24,11,0.57,NA,Curuai_2021_09
Curuai_08_2021_Ponto_15,0.00408996,0.006551602,0.006255019,0.001581114,144,LabISA-INPE,AMZ,Curuai,-2.272633,-55.6277,03/09/21,11.52,4.5,1.43,NA,Curuai_2021_09
Curuai_08_2021_Ponto_16,0.005974703,0.009250565,0.008742788,0.002792547,144,LabISA-INPE,AMZ,Curuai,-2.271956,-55.53813,03/09/21,6.05,6,1.21,NA,Curuai_2021_09
Curuai_08_2021_Ponto_17,0.018684877,0.02855914,0.0276744,0.007684302,144,LabISA-INPE,AMZ,Curuai,-2.245714,-55.51499,03/09/21,NA,NA,0.9,NA,Curuai_2021_09
Curuai_08_2021_Ponto_18,0.013134732,0.023751361,0.026754126,0.007823303,144,LabISA-INPE,AMZ,Curuai,-2.0987,-55.48513,04/09/21,6.83,11.5,0.48,NA,Curuai_2021_09
Curuai_08_2021_Ponto_19,0.012512772,0.022674604,0.026314513,0.009102037,144,LabISA-INPE,AMZ,Curuai,-2.078951,-55.52678,04/09/21,8.74,30,0.37,NA,Curuai_2021_09
Curuai_08_2021_Ponto_20,0.009560132,0.017860166,0.020890104,0.005331754,144,LabISA-INPE,AMZ,Curuai,-2.050152,-55.48544,04/09/21,9.22,35,0.41,NA,Curuai_2021_09
Curuai_08_2021_Ponto_21,0.010129066,0.018482966,0.02112375,0.005801172,144,LabISA-INPE,AMZ,Curuai,-2.079507,-55.47416,04/09/21,13.25,14,0.45,NA,Curuai_2021_09
Curuai_08_2021_Ponto_22,0.010758014,0.019880973,0.021330453,0.005687235,144,LabISA-INPE,AMZ,Curuai,-2.152588,-55.526,04/09/21,13.21,18,0.61,NA,Curuai_2021_09
Curuai_08_2021_Ponto_23,0.013163479,0.024330684,0.026670719,0.00736031,144,LabISA-INPE,AMZ,Curuai,-2.115571,-55.42624,05/09/21,9.87,19.5,0.5,NA,Curuai_2021_09
Curuai_08_2021_Ponto_24,0.009916422,0.01805755,0.018915011,0.004227414,144,LabISA-INPE,AMZ,Curuai,-2.13752,-55.46164,05/09/21,12.65,7.5,0.67,NA,Curuai_2021_09
Curuai_08_2021_Ponto_25,0.009928498,0.018078501,0.018719281,0.00462812,144,LabISA-INPE,AMZ,Curuai,-2.14021,-55.41223,05/09/21,18.28,12.5,0.51,NA,Curuai_2021_09
Curuai_08_2021_Ponto_26,0.008594696,0.017400793,0.020047586,0.004536399,144,LabISA-INPE,AMZ,Curuai,-2.136562,-55.37505,05/09/21,15.34,12,0.55,NA,Curuai_2021_09
Curuai_08_2021_Ponto_27,0.008782114,0.016297706,0.017007479,0.003822924,144,LabISA-INPE,AMZ,Curuai,-2.188312,-55.34415,05/09/21,12.52,11.5,0.56,NA,Curuai_2021_09
Curuai_08_2021_Ponto_28,0.006677534,0.012518175,0.010589233,0.002942968,144,LabISA-INPE,AMZ,Curuai,-2.298796,-55.44118,06/09/21,57.65,8.5,0.89,NA,Curuai_2021_09
Curuai_08_2021_Ponto_29,0.008788481,0.015678601,0.015831534,0.003862346,144,LabISA-INPE,AMZ,Curuai,-2.258466,-55.42126,06/09/21,19.5,9.75,0.72,NA,Curuai_2021_09
Curuai_08_2021_Ponto_30,0.008215133,0.015008883,0.015063277,0.002983394,144,LabISA-INPE,AMZ,Curuai,-2.25239,-55.36521,06/09/21,6.48,8.5,0.78,NA,Curuai_2021_09
Curuai_08_2021_Ponto_31,0.007546975,0.013233283,0.011671875,0.002810928,144,LabISA-INPE,AMZ,Curuai,-2.241837,-55.31835,06/09/21,8.97,7.75,0.87,NA,Curuai_2021_09
Curuai_08_2021_Ponto_32,0.005482991,0.00961547,0.008910524,0.001995162,144,LabISA-INPE,AMZ,Curuai,-2.269361,-55.29979,06/09/21,18.32,5.5,1.14,NA,Curuai_2021_09
Curuai_08_2021_Ponto_33,0.005124094,0.009333215,0.008635649,0.001728953,144,LabISA-INPE,AMZ,Curuai,-2.266449,-55.2691,06/09/21,16.42,6.25,1.28,NA,Curuai_2021_09
Curuai_08_2021_Ponto_34,0.011279413,0.021336004,0.022691307,0.005258528,144,LabISA-INPE,AMZ,Curuai,-2.216148,-55.28924,07/09/21,13.04,12,0.58,NA,Curuai_2021_09
Curuai_08_2021_Ponto_35,0.010358902,0.019116858,0.020040232,0.004356152,144,LabISA-INPE,AMZ,Curuai,-2.183017,-55.25273,07/09/21,12.18,8.5,0.63,NA,Curuai_2021_09
Curuai_08_2021_Ponto_36,0.00725903,0.012693598,0.011763509,0.002029549,144,LabISA-INPE,AMZ,Curuai,-2.218405,-55.24009,07/09/21,8.79,4.5,1.21,NA,Curuai_2021_09
Curuai_08_2021_Ponto_37,0.004063504,0.0069308,0.006061168,0.00106478,144,LabISA-INPE,AMZ,Curuai,-2.268076,-55.23168,07/09/21,11.55,3.25,1.76,NA,Curuai_2021_09
Curuai_09_2012_Ponto_01,0.020012431,0.032403391,0.038108568,0.033409437,44,LabISA-INPE,AMZ,Curuai,-2.145352461,-55.70387846,01/10/12,35.87,94.27,0.1,NA,Curuai_2012_10
Curuai_09_2012_Ponto_02,0.021327949,0.034508653,0.04012456,0.033741897,44,LabISA-INPE,AMZ,Curuai,-2.137484411,-55.68580368,01/10/12,52.54,104.54,0.12,NA,Curuai_2012_10
Curuai_09_2012_Ponto_03,0.01970616,0.032278738,0.035832179,0.034934985,44,LabISA-INPE,AMZ,Curuai,-2.153757275,-55.68636065,01/10/12,92.06,161.85,0.12,NA,Curuai_2012_10
Curuai_09_2012_Ponto_04,0.020143748,0.032504627,0.037828164,0.032299322,44,LabISA-INPE,AMZ,Curuai,-2.147614292,-55.66676481,01/10/12,77.35,136.6,0.1,NA,Curuai_2012_10
Curuai_09_2012_Ponto_05,0.022019284,0.036575338,0.043092586,0.03195566,44,LabISA-INPE,AMZ,Curuai,-2.131140431,-55.65555191,01/10/12,35.01,90.45,0.12,NA,Curuai_2012_10
Curuai_09_2012_Ponto_06,0.023223286,0.036207523,0.042416375,0.032827565,44,LabISA-INPE,AMZ,Curuai,-2.143945294,-55.63099301,01/10/12,17.85,125.5,0.12,NA,Curuai_2012_10
Curuai_09_2012_Ponto_07,0.021428363,0.035824984,0.04314769,0.031237531,44,LabISA-INPE,AMZ,Curuai,-2.109880528,-55.64472399,01/10/12,12.74,91.97,0.12,NA,Curuai_2012_10
Curuai_09_2012_Ponto_08,0.021105419,0.035194101,0.041546979,0.026118077,44,LabISA-INPE,AMZ,Curuai,-2.120192461,-55.61617114,02/10/12,15.06,56.57,0.15,NA,Curuai_2012_10
Curuai_09_2012_Ponto_14,0.025019139,0.038752173,0.044883861,0.032137653,44,LabISA-INPE,AMZ,Curuai,-2.152229228,-55.57662339,02/10/12,31.91,88.38,0.11,NA,Curuai_2012_10
Curuai_09_2012_Ponto_15,0.025770432,0.037845944,0.042909575,0.031965846,44,LabISA-INPE,AMZ,Curuai,-2.146699292,-55.54903655,02/10/12,20.04,84.75,0.11,NA,Curuai_2012_10
Curuai_09_2012_Ponto_16,0.021871263,0.034777266,0.039805002,0.028240154,44,LabISA-INPE,AMZ,Curuai,-2.131150372,-55.55,02/10/12,32.16,89.61,0.16,NA,Curuai_2012_10
Curuai_09_2012_Ponto_17,0.021436282,0.034919419,0.03977253,0.023639764,44,LabISA-INPE,AMZ,Curuai,-2.13041335,-55.53501766,02/10/12,24.87,77.89,0.14,NA,Curuai_2012_10
Curuai_09_2012_Ponto_18,0.022198867,0.036830982,0.041680706,0.023398478,44,LabISA-INPE,AMZ,Curuai,-2.115581497,-55.53907565,02/10/12,25.44,72.62,0.15,NA,Curuai_2012_10
Curuai_09_2012_Ponto_19,0.023572251,0.035365244,0.039943323,0.028744316,44,LabISA-INPE,AMZ,Curuai,-2.115027253,-55.41880509,03/10/12,52.75,91.929,0.13,NA,Curuai_2012_10
Curuai_09_2012_Ponto_20,0.026588974,0.041756479,0.040753848,0.041079693,44,LabISA-INPE,AMZ,Curuai,-2.140054872,-55.40780517,03/10/12,68.88,99.464,0.12,NA,Curuai_2012_10
Curuai_09_2012_Ponto_21,0.024488665,0.037508768,0.042259152,0.029841345,44,LabISA-INPE,AMZ,Curuai,-2.105916186,-55.44330499,03/10/12,39.58,60.1,0.12,NA,Curuai_2012_10
Curuai_09_2012_Ponto_22,0.033346142,0.048427827,0.055022217,0.043372734,44,LabISA-INPE,AMZ,Curuai,-2.13,-55.38702757,03/10/12,33.6,54.021,0.12,NA,Curuai_2012_10
Curuai_09_2012_Ponto_23,0.020444369,0.033885278,0.038079671,0.02962345,44,LabISA-INPE,AMZ,Curuai,-2.099805133,-55.40197191,03/10/12,57.11,100.743,0.12,NA,Curuai_2012_10
Curuai_09_2012_Ponto_25,0.015583044,0.025309647,0.026429516,0.014756366,44,LabISA-INPE,AMZ,Curuai,-2.269303522,-55.38446964,03/10/12,48.11,47.6,0.2,NA,Curuai_2012_10
Curuai_09_2012_Ponto_26,0.017016287,0.02760425,0.028499077,0.016795342,44,LabISA-INPE,AMZ,Curuai,-2.25550455,-55.34850883,03/10/12,60.04,40.2,0.2,NA,Curuai_2012_10
Curuai_11_2003_PCN01,0.022346567,0.030044008,0.034681989,0.03781706,45,LabISA-INPE,AMZ,Curuai,-2.10522,-55.457901,22/11/03,42.7581,578.37,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN02,0.02018024,0.026996976,0.031206851,0.034693767,45,LabISA-INPE,AMZ,Curuai,-2.10925,-55.4384,22/11/03,35.055,562.28,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN03,0.019050558,0.024967537,0.028655097,0.032601666,45,LabISA-INPE,AMZ,Curuai,-2.10464,-55.414501,22/11/03,37.511,796.65,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN04,0.017559989,0.024101081,0.028211364,0.034058447,45,LabISA-INPE,AMZ,Curuai,-2.09964,-55.394199,22/11/03,38.7391,910.74,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN05,0.026197841,0.035915233,0.041883759,0.048660559,45,LabISA-INPE,AMZ,Curuai,-2.11892,-55.407001,22/11/03,39.1856,766.92,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN06,0.02003743,0.02788201,0.032445378,0.03680867,45,LabISA-INPE,AMZ,Curuai,-2.1375,-55.407501,22/11/03,31.929,584.47,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN07,0.013753059,0.019171187,0.02235383,0.026158488,45,LabISA-INPE,AMZ,Curuai,-2.13364,-55.3843,22/11/03,32.7105,642.65,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN08,0.017880514,0.024272203,0.028001333,0.029951898,45,LabISA-INPE,AMZ,Curuai,-2.15117,-55.389801,22/11/03,27.5751,506.96,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN09,0.020623882,0.031425814,0.037109317,0.038544977,45,LabISA-INPE,AMZ,Curuai,-2.17994,-55.632599,23/11/03,47.5586,475.16,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN10,0.018767171,0.027837682,0.032796072,0.03416592,45,LabISA-INPE,AMZ,Curuai,-2.17347,-55.607601,23/11/03,40.7486,461.4,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN11,0.017855111,0.027214723,0.032484554,0.032910048,45,LabISA-INPE,AMZ,Curuai,-2.15106,-55.570599,23/11/03,32.1523,333.53,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN13,0.032731447,0.046533696,0.054104521,0.057552696,45,LabISA-INPE,AMZ,Curuai,-2.12236,-55.536201,23/11/03,36.9528,611.65,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN14,0.020851278,0.030091001,0.035108161,0.034911529,45,LabISA-INPE,AMZ,Curuai,-2.16372,-55.533298,23/11/03,23.4444,343.65,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN15,0.019727608,0.028960845,0.03390001,0.033632648,45,LabISA-INPE,AMZ,Curuai,-2.16572,-55.506001,01/12/03,26.7517,446.17,0.06,NA,Curuai_2003_12
Curuai_11_2003_PCN16,0.019470578,0.027290437,0.032349858,0.035913809,45,LabISA-INPE,AMZ,Curuai,-2.16522,-55.480099,01/12/03,18.0857,327.77,0.06,NA,Curuai_2003_12
Curuai_11_2003_PCN17,0.02099765,0.030628858,0.035777083,0.035881567,45,LabISA-INPE,AMZ,Curuai,-2.15733,-55.456902,01/12/03,32.7943,421.43,0.06,NA,Curuai_2003_12
Curuai_11_2003_PCN18,0.02321519,0.032098142,0.036915094,0.037515294,45,LabISA-INPE,AMZ,Curuai,-2.14617,-55.439899,30/11/03,33.6222,359.47,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN19,0.019870307,0.02831488,0.033435351,0.038181551,45,LabISA-INPE,AMZ,Curuai,-2.25342,-55.458401,24/11/03,36.5481,832.07,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN20,0.018405407,0.026446601,0.031197164,0.035401487,45,LabISA-INPE,AMZ,Curuai,-2.26039,-55.411598,24/11/03,25.3702,711.31,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN21,0.019529021,0.029626888,0.035315599,0.037826802,45,LabISA-INPE,AMZ,Curuai,-2.27836,-55.361801,24/11/03,39.8136,579.29,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN22,0.019529021,0.029626888,0.035315599,0.037826802,45,LabISA-INPE,AMZ,Curuai,-2.24828,-55.342999,24/11/03,26.6261,685.93,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN23,0.019134873,0.029447755,0.035235249,0.038084268,45,LabISA-INPE,AMZ,Curuai,-2.22239,-55.362099,24/11/03,35.1666,657.99,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN24,0.022621249,0.032629843,0.038190148,0.039296324,45,LabISA-INPE,AMZ,Curuai,-2.22656,-55.2999,24/11/03,30.8964,632.31,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN25,0.017286189,0.026667223,0.032086725,0.034525652,45,LabISA-INPE,AMZ,Curuai,-2.20439,-55.2794,25/11/03,26.375,633.76,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN26,0.030384358,0.044748498,0.053027503,0.056383617,45,LabISA-INPE,AMZ,Curuai,-2.1765,-55.266201,25/11/03,31.2732,666.25,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN27,0.016667089,0.025803845,0.03018861,0.019178219,45,LabISA-INPE,AMZ,Curuai,-2.21619,-55.237202,25/11/03,15.1791,148.733,0.1,NA,Curuai_2003_11
Curuai_11_2003_PCN28,0.018820439,0.028309062,0.033671753,0.035640689,45,LabISA-INPE,AMZ,Curuai,-2.23714,-55.266899,24/11/03,26.1238,638.16,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN29,0.020561277,0.030821397,0.035842026,0.027576063,45,LabISA-INPE,AMZ,Curuai,-2.19564,-55.2281,25/11/03,18.161,222.877,0.1,NA,Curuai_2003_11
Curuai_11_2003_PCN30,0.017179072,0.026914542,0.031178553,0.014818599,45,LabISA-INPE,AMZ,Curuai,-2.22992,-55.202301,24/11/03,4.91914,85.815,0.12,NA,Curuai_2003_11
Curuai_11_2003_PCN31,0.011892733,0.018796197,0.022938367,0.030906321,45,LabISA-INPE,AMZ,Curuai,-2.13367,-55.705299,26/11/03,87.8607,920.25,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN32,0.031257459,0.047674425,0.049492343,0.063640755,45,LabISA-INPE,AMZ,Curuai,-2.15078,-55.673599,26/11/03,62.937,781.15,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN33,0.021690043,0.03209775,0.037801273,0.045136289,45,LabISA-INPE,AMZ,Curuai,-2.14214,-55.651199,26/11/03,46.6841,836.9,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN34,0.016741717,0.025886481,0.03098267,0.033000311,45,LabISA-INPE,AMZ,Curuai,-2.135,-55.6185,26/11/03,37.511,435.78,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN35,0.03156227,0.051716433,0.064703607,0.091313158,45,LabISA-INPE,AMZ,Curuai,-2.12194,-55.636501,26/11/03,39.6322,876.46,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN36,0.017494259,0.027417677,0.032902807,0.037185518,45,LabISA-INPE,AMZ,Curuai,-2.11442,-55.613998,26/11/03,49.5682,733.22,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN37,0.017809025,0.027648184,0.033322647,0.039315643,45,LabISA-INPE,AMZ,Curuai,-2.10794,-55.6488,26/11/03,44.5444,838.19,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN38,0.018344439,0.027652243,0.033090775,0.036842947,45,LabISA-INPE,AMZ,Curuai,-2.08844,-55.670101,26/11/03,26.1238,585.92,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN39,0.017539823,0.026937289,0.032368692,0.036313186,45,LabISA-INPE,AMZ,Curuai,-2.08092,-55.6605,26/11/03,21.2116,596.16,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN40,0.016022965,0.025083752,0.030505959,0.037475822,45,LabISA-INPE,AMZ,Curuai,-2.07714,-55.6707,26/11/03,35.1666,922.69,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN41,0.019060587,0.030842411,0.037886936,0.048543177,45,LabISA-INPE,AMZ,Curuai,-2.06783,-55.654999,26/11/03,29.2497,717.21,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN42,0.01176413,0.018425533,0.022460727,0.030609593,45,LabISA-INPE,AMZ,Curuai,-2.15028,-55.715,26/11/03,74.3801,980.85,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN43,0.018353082,0.027192599,0.029948928,0.025012212,45,LabISA-INPE,AMZ,Curuai,-2.26814,-55.226398,27/11/03,86.2838,158.356,0.09,NA,Curuai_2003_11
Curuai_11_2003_PCN44,0.01834922,0.027280433,0.030330125,0.023937119,45,LabISA-INPE,AMZ,Curuai,-2.27206,-55.263401,27/11/03,82.5913,184.725,0.09,NA,Curuai_2003_11
Curuai_11_2003_PCN46,0.013256316,0.017864886,0.017804414,0.007583422,45,LabISA-INPE,AMZ,Curuai,-2.29992,-55.3381,27/11/03,14.8659,32.54,0.35,NA,Curuai_2003_11
Curuai_11_2003_PCN47,0.069440511,0.100352886,0.12262562,0.165667147,45,LabISA-INPE,AMZ,Curuai,-2.20558,-55.464401,29/11/03,34.7107,436.21,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN48,0.034018598,0.047232899,0.05598358,0.069555661,45,LabISA-INPE,AMZ,Curuai,-2.21661,-55.511398,29/11/03,31.2034,552.94,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN49,0.022043126,0.029987236,0.034451718,0.036694934,45,LabISA-INPE,AMZ,Curuai,-2.25131,-55.519001,29/11/03,27.696,593.06,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN50,0.018609576,0.025577424,0.029962125,0.0315354,45,LabISA-INPE,AMZ,Curuai,-2.23397,-55.601601,29/11/03,18.7946,253.31,0.08,NA,Curuai_2003_11
Curuai_11_2003_PCN51,0.010783836,0.012989469,0.014115111,0.009091385,45,LabISA-INPE,AMZ,Curuai,-2.23619,-55.680302,29/11/03,21.4876,59.353,0.2,NA,Curuai_2003_11
Curuai_11_2003_PCN52,0.017045524,0.024641424,0.029633295,0.031652011,45,LabISA-INPE,AMZ,Curuai,-2.20108,-55.7971,28/11/03,21.407,252.52,0.08,NA,Curuai_2003_11
Curuai_11_2003_PCN53,0.019366557,0.029513446,0.034877541,0.033135007,45,LabISA-INPE,AMZ,Curuai,-2.18561,-55.825901,28/11/03,18.5769,286.87,0.08,NA,Curuai_2003_11
Curuai_11_2003_PCN54,0.022382733,0.033761109,0.040115823,0.041563508,45,LabISA-INPE,AMZ,Curuai,-2.17653,-55.7985,28/11/03,26.8494,446.23,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN55,0.020315608,0.032999865,0.038227259,0.024425977,45,LabISA-INPE,AMZ,Curuai,-2.16364,-55.830601,28/11/03,23.584,110.79,0.11,NA,Curuai_2003_11
Curuai_11_2003_PCN56,0.017829858,0.023974325,0.02854617,0.035653736,45,LabISA-INPE,AMZ,Curuai,-2.19867,-55.850399,28/11/03,27.696,515.39,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN57,0.017420672,0.023868904,0.028483249,0.033676675,45,LabISA-INPE,AMZ,Curuai,-2.22117,-55.8172,28/11/03,20.8023,475.74,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN58,0.023143035,0.032761566,0.038431653,0.047455816,45,LabISA-INPE,AMZ,Curuai,-2.15169,-55.773998,28/11/03,26.6075,1137.75,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN59,0.021155269,0.030601449,0.036242123,0.04315718,45,LabISA-INPE,AMZ,Curuai,-2.15503,-55.7612,28/11/03,21.0441,772.7,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN60,0.021702161,0.030097841,0.034969954,0.040891827,45,LabISA-INPE,AMZ,Curuai,-2.16469,-55.765099,28/11/03,24.6724,816.46,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN61,0.023150216,0.032550617,0.037388072,0.041047375,45,LabISA-INPE,AMZ,Curuai,-2.05014,-55.4827,30/11/03,22.6164,561.24,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN62,0.020119772,0.031995205,0.038346577,0.038202761,45,LabISA-INPE,AMZ,Curuai,-2.07575,-55.459599,30/11/03,23.9468,518.76,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN63,0.023150216,0.032550617,0.037388072,0.041047375,45,LabISA-INPE,AMZ,Curuai,-2.07717,-55.522598,30/11/03,49.2239,739.27,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN64,0.024844962,0.035163784,0.040850981,0.046287649,45,LabISA-INPE,AMZ,Curuai,-2.07314,-55.5037,30/11/03,45.5956,736.28,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN65,0.022698295,0.034153196,0.040080368,0.040559252,45,LabISA-INPE,AMZ,Curuai,-2.06517,-55.490601,30/11/03,38.0971,583.77,0.07,NA,Curuai_2003_11
Curuai_11_2003_PCN66,0.024605953,0.039107518,0.047638815,0.053781932,45,LabISA-INPE,AMZ,Curuai,-2.0735,-55.479401,30/11/03,36.0411,580.43,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN67,0.020491993,0.030303953,0.035655841,0.038037378,45,LabISA-INPE,AMZ,Curuai,-2.14283,-55.513302,01/12/03,31.6872,619.62,0.06,NA,Curuai_2003_12
Curuai_11_2003_PCN68,0.021201943,0.0308362,0.03602064,0.037733188,45,LabISA-INPE,AMZ,Curuai,-2.12656,-55.456402,30/11/03,32.8966,651.99,0.06,NA,Curuai_2003_11
Curuai_11_2003_PCN69,0.021774365,0.032027538,0.03728242,0.035478353,45,LabISA-INPE,AMZ,Curuai,-2.14631,-55.343399,02/12/03,23.2211,394.11,0.07,NA,Curuai_2003_12
Curuai_11_2003_PCN70,0.020549916,0.030537712,0.034861466,0.026369879,45,LabISA-INPE,AMZ,Curuai,-2.17414,-55.364601,02/12/03,30.4052,188.605,0.09,NA,Curuai_2003_12
Curuai_11_2003_PCN71,0.017922308,0.029706404,0.034861849,0.014025972,45,LabISA-INPE,AMZ,Curuai,-2.22728,-55.0704,02/12/03,2.45608,66.28,0.2,NA,Curuai_2003_12
Curuai_11_2003_PCN72,0.019144711,0.029514349,0.035371201,0.034888329,45,LabISA-INPE,AMZ,Curuai,-2.17797,-55.691399,01/12/03,19.4477,224.48,0.07,NA,Curuai_2003_12
Curuai_11_2003_PCN73,0.01816772,0.02909249,0.033942172,0.014279837,45,LabISA-INPE,AMZ,Curuai,-2.22336,-55.067001,02/12/03,1.61878,53.944,0.2,NA,Curuai_2003_12
Curuai_11_2003_PIN01,0.020045158,0.027605945,0.032099064,0.035682415,45,LabISA-INPE,AMZ,Curuai,-2.0995,-55.443802,22/11/03,NA,NA,0.07,NA,Curuai_2003_11
Curuai_11_2003_PIN02,0.021846881,0.029556627,0.034174864,0.037632399,45,LabISA-INPE,AMZ,Curuai,-2.1125,-55.445099,22/11/03,NA,NA,0.07,NA,Curuai_2003_11
Curuai_11_2003_PIN03,0.021535886,0.028913297,0.033317156,0.036927022,45,LabISA-INPE,AMZ,Curuai,-2.11669,-55.4277,22/11/03,NA,NA,0.07,NA,Curuai_2003_11
Curuai_11_2003_PIN04,0.023340334,0.030390175,0.034647033,0.039350332,45,LabISA-INPE,AMZ,Curuai,-2.10342,-55.426899,22/11/03,NA,NA,0.07,NA,Curuai_2003_11
Curuai_11_2003_PIN05,0.024469746,0.032025968,0.036627802,0.041403275,45,LabISA-INPE,AMZ,Curuai,-2.09461,-55.4165,22/11/03,NA,NA,0.06,NA,Curuai_2003_11
Curuai_11_2003_PIN06,0.015605014,0.017599939,0.018597997,0.018503394,45,LabISA-INPE,AMZ,Curuai,-2.0985,-55.4049,22/11/03,NA,NA,0.06,NA,Curuai_2003_11
