station_id,blue (sr-1),green (sr-1),red (sr-1),nir (sr-1),id,organization,region,local,lat,long,date,chla (mgm-3),tss (mgL-1),secchi (m),acdom440 (m-1),local_year_month
Curuai_06_2004_PIJ261,0.015591109,0.020090166,0.020230551,0.01035916,41,LabISA-INPE,AMZ,Curuai,-2.25039,-55.521099,2004-06-19,NA,NA,0.7,NA,Curuai_2004_06
Curuai_06_2004_PIJ262,0.022159613,0.027419887,0.026013771,0.015374316,41,LabISA-INPE,AMZ,Curuai,-2.23639,-55.4702,2004-06-19,NA,NA,0.75,NA,Curuai_2004_06
Curuai_06_2004_PIJ263,0.0072933,0.011957485,0.010780157,0.003658569,41,LabISA-INPE,AMZ,Curuai,-2.25383,-55.421001,2004-06-19,NA,NA,0.7,NA,Curuai_2004_06
Curuai_06_2004_PIJ33,0.00533872,0.006961885,0.006512377,0.002756299,41,LabISA-INPE,AMZ,Curuai,-2.08706,-55.769299,2004-06-09,NA,NA,0.8,NA,Curuai_2004_06
Curuai_06_2004_PIJ34,0.004131133,0.006520028,0.005999071,0.002220898,41,LabISA-INPE,AMZ,Curuai,-2.10331,-55.750999,2004-06-09,NA,NA,0.7,NA,Curuai_2004_06
Curuai_06_2004_PIJ35,0.004779278,0.007978752,0.007877156,0.002740789,41,LabISA-INPE,AMZ,Curuai,-2.11522,-55.7327,2004-06-09,NA,NA,0.6,NA,Curuai_2004_06
Curuai_06_2004_PIJ36,0.004783276,0.008961611,0.010031516,0.002454095,41,LabISA-INPE,AMZ,Curuai,-2.10136,-55.728001,2004-06-09,NA,NA,0.5,NA,Curuai_2004_06
Curuai_06_2004_PIJ37,0.011286058,0.015104741,0.017279595,0.008099846,41,LabISA-INPE,AMZ,Curuai,-2.07958,-55.751301,2004-06-09,NA,NA,0.45,NA,Curuai_2004_06
Curuai_06_2004_PIJ52,0.004832129,0.008695322,0.008753018,0.002751901,41,LabISA-INPE,AMZ,Curuai,-2.09103,-55.660099,2004-06-13,NA,NA,0.6,NA,Curuai_2004_06
Curuai_06_2004_PIJ53,0.005494463,0.010273535,0.007636658,0.005799438,41,LabISA-INPE,AMZ,Curuai,-2.08989,-55.676399,2004-06-13,NA,NA,0.4,NA,Curuai_2004_06
Curuai_06_2004_PIJ54,0.00751006,0.010942699,0.011209848,0.00538009,41,LabISA-INPE,AMZ,Curuai,-2.07317,-55.698399,2004-06-14,NA,NA,0.6,NA,Curuai_2004_06
Curuai_06_2004_PIJ55,0.010277494,0.014811573,0.013081707,0.00853133,41,LabISA-INPE,AMZ,Curuai,-2.06803,-55.672001,2004-06-14,NA,NA,0.5,NA,Curuai_2004_06
Curuai_06_2004_PIJ56,0.005887518,0.007720646,0.008260963,0.003832526,41,LabISA-INPE,AMZ,Curuai,-2.06025,-55.680698,2004-06-14,NA,NA,0.7,NA,Curuai_2004_06
Curuai_06_2004_PIJ57,0.008586348,0.011630704,0.012584267,0.005436958,41,LabISA-INPE,AMZ,Curuai,-2.05411,-55.651501,2004-06-14,NA,NA,0.7,NA,Curuai_2004_06
Curuai_06_2004_PIJ58,0.008472407,0.009708814,0.010382125,0.006116161,41,LabISA-INPE,AMZ,Curuai,-2.03631,-55.663101,2004-06-14,NA,NA,0.75,NA,Curuai_2004_06
Curuai_06_2004_PIJ59,0.010055141,0.012692011,0.013555484,0.007163317,41,LabISA-INPE,AMZ,Curuai,-2.03703,-55.6782,2004-06-14,NA,NA,0.8,NA,Curuai_2004_06
Curuai_06_2004_PIJ71,0.009521996,0.015698015,0.018849774,0.006138984,41,LabISA-INPE,AMZ,Curuai,-2.07486,-55.468102,2004-06-12,NA,NA,0.3,NA,Curuai_2004_06
Curuai_06_2004_PIJ72,0.009821762,0.017582113,0.021909107,0.00643581,41,LabISA-INPE,AMZ,Curuai,-2.05419,-55.474602,2004-06-12,NA,NA,0.4,NA,Curuai_2004_06
Curuai_06_2004_PIJ73,0.006241556,0.010837691,0.013537022,0.003738813,41,LabISA-INPE,AMZ,Curuai,-2.03453,-55.468899,2004-06-12,NA,NA,0.4,NA,Curuai_2004_06
Curuai_06_2004_PIJ75,0.006436185,0.010305672,0.010964121,0.003671573,41,LabISA-INPE,AMZ,Curuai,-2.07561,-55.5028,2004-06-12,NA,NA,0.5,NA,Curuai_2004_06
Curuai_06_2004_PIJ76,0.004609394,0.007145541,0.008059211,0.002295752,41,LabISA-INPE,AMZ,Curuai,-2.06447,-55.523399,2004-06-12,NA,NA,0.6,NA,Curuai_2004_06
Curuai_06_2004_PIJ80,0.005528894,0.009172925,0.010038142,0.003011166,41,LabISA-INPE,AMZ,Curuai,-2.07828,-55.5401,2004-06-13,NA,NA,0.6,NA,Curuai_2004_06
Curuai_06_2004_PIJ81,0.025982485,0.052873787,0.051076243,0.026022099,41,LabISA-INPE,AMZ,Curuai,-2.07461,-55.570702,2004-06-13,NA,NA,0.3,NA,Curuai_2004_06
Curuai_06_2004_PIJ82,0.004550267,0.008180643,0.007807539,0.003093026,41,LabISA-INPE,AMZ,Curuai,-2.05192,-55.585201,2004-06-12,NA,NA,0.65,NA,Curuai_2004_06
Curuai_06_2004_PIJ83,0.005897522,0.008842177,0.010350661,0.003085044,41,LabISA-INPE,AMZ,Curuai,-2.04247,-55.556198,2004-06-12,NA,NA,0.7,NA,Curuai_2004_06
Curuai_06_2004_PIJ84,0.006142169,0.008522774,0.009649299,0.003393501,41,LabISA-INPE,AMZ,Curuai,-2.01733,-55.553398,2004-06-12,NA,NA,0.6,NA,Curuai_2004_06
Curuai_06_2004_PIJ87,0.00344789,0.005117289,0.005917384,0.001869538,41,LabISA-INPE,AMZ,Curuai,-2.01419,-55.582699,2004-06-12,NA,NA,0.65,NA,Curuai_2004_06
Curuai_06_2004_PIJA01,0.009395416,0.016305716,0.021126889,0.007737738,41,LabISA-INPE,AMZ,Curuai,-2.01575,-55.447102,2004-06-12,NA,NA,0.25,NA,Curuai_2004_06
Curuai_06_2004_PIJA02,0.010807844,0.018589665,0.023931489,0.008778342,41,LabISA-INPE,AMZ,Curuai,-2.02606,-55.437401,2004-06-12,NA,NA,0.25,NA,Curuai_2004_06
Curuai_06_2015_Ponto_01,0.010107945,0.016507614,0.018738624,0.005355887,23,LabISA-INPE,AMZ,Curuai,-2.07201,-55.4918,2015-06-26,0.35,10.75,0.75,1.62,Curuai_2015_06
Curuai_06_2015_Ponto_02,0.01370255,0.02286025,0.026841473,0.007718495,23,LabISA-INPE,AMZ,Curuai,-2.08289,-55.5293,2015-06-26,1.275,22.5,0.45,1.56,Curuai_2015_06
Curuai_06_2015_Ponto_03,0.0123721,0.020223055,0.023250964,0.008533989,23,LabISA-INPE,AMZ,Curuai,-2.05091,-55.6483,2015-06-27,0.454325,4.5,0.6,1.61,Curuai_2015_06
Curuai_06_2015_Ponto_04,0.009489809,0.018352599,0.022233954,0.005423792,23,LabISA-INPE,AMZ,Curuai,-2.14038,-55.554,2015-06-26,2.41881,25.5,0.45,1.65,Curuai_2015_06
Curuai_06_2015_Ponto_05,0.012092228,0.022048297,0.026889229,0.007766043,23,LabISA-INPE,AMZ,Curuai,-2.10472,-55.7003,2015-06-27,0.976397,22.25,0.35,1.64,Curuai_2015_06
Curuai_06_2015_Ponto_06,0.008473012,0.015800209,0.018940216,0.004369484,23,LabISA-INPE,AMZ,Curuai,-2.13834,-55.7205,2015-06-27,1.2032,21.25,0.5,1.6,Curuai_2015_06
Curuai_06_2015_Ponto_07,0.011699406,0.020839499,0.024708232,0.007341514,23,LabISA-INPE,AMZ,Curuai,-2.11699,-55.6177,2015-06-27,1.52331,24.25,0.45,1.55,Curuai_2015_06
Curuai_06_2015_Ponto_08,0.00868934,0.016665149,0.019347104,0.003960075,23,LabISA-INPE,AMZ,Curuai,-2.18541,-55.6306,2015-06-26,3.76769,18,0.6,1.47,Curuai_2015_06
Curuai_06_2015_Ponto_09,0.008258623,0.013126206,0.01427547,0.007122056,23,LabISA-INPE,AMZ,Curuai,-2.26167,-55.5274,2015-06-28,4.91914,11.75,0.95,1.15,Curuai_2015_06
Curuai_06_2015_Ponto_10,0.006233097,0.011136709,0.011788595,0.002309607,23,LabISA-INPE,AMZ,Curuai,-2.27389,-55.4549,2015-06-28,4.01206,10.1667,0.7,2.07,Curuai_2015_06
Curuai_06_2015_Ponto_11,0.007214358,0.014850444,0.017459361,0.002869469,23,LabISA-INPE,AMZ,Curuai,-2.26383,-55.3812,2015-06-28,4.72144,12.3333,0.5,1.48,Curuai_2015_06
Curuai_06_2015_Ponto_12,0.00657056,0.012523333,0.013748394,0.002765917,23,LabISA-INPE,AMZ,Curuai,-2.2569,-55.3049,2015-06-28,5.23313,12,0.8,1.69,Curuai_2015_06
Curuai_06_2015_Ponto_13,0.010299755,0.020212875,0.024277619,0.005703526,23,LabISA-INPE,AMZ,Curuai,-2.21266,-55.2749,2015-06-29,5.14591,18,0.4,2.07,Curuai_2015_06
Curuai_06_2015_Ponto_14,0.006631414,0.011029699,0.011041157,0.001497216,23,LabISA-INPE,AMZ,Curuai,-2.24525,-55.2397,2015-06-29,8.59229,7.28571,1.1,1.38,Curuai_2015_06
Curuai_06_2015_Ponto_15,0.011099998,0.020158065,0.023649445,0.00576879,23,LabISA-INPE,AMZ,Curuai,-2.21078,-55.2003,2015-06-29,4.08184,20.25,0.4,1.6,Curuai_2015_06
Curuai_06_2015_Ponto_16,0.007006247,0.012968184,0.014359339,0.003056057,23,LabISA-INPE,AMZ,Curuai,-2.26151,-55.1211,2015-06-29,5.2215,11.8333,0.75,1.38,Curuai_2015_06
Curuai_07_2016_Ponto_01,0.013308312,0.023743573,0.027976195,0.009258554,28,LabISA-INPE,AMZ,Curuai,-2.06426,-55.4821,2016-07-15,6.715,26.3335,0.3,2.1314,Curuai_2016_07
Curuai_07_2016_Ponto_02,0.010714011,0.02146933,0.021351692,0.012143689,28,LabISA-INPE,AMZ,Curuai,-2.08211,-55.5253,2016-07-15,85.045,38.8,0.31,2.41996,Curuai_2016_07
Curuai_07_2016_Ponto_03,0.012159172,0.02279292,0.028292147,0.009749766,28,LabISA-INPE,AMZ,Curuai,-2.06219,-55.6523,2016-07-16,6.41,29.857,0.28,2.22262,Curuai_2016_07
Curuai_07_2016_Ponto_04,0.014068731,0.026103726,0.024888379,0.015294768,28,LabISA-INPE,AMZ,Curuai,-2.13788,-55.5496,2016-07-15,21.67,45,0.28,1.75434,Curuai_2016_07
Curuai_07_2016_Ponto_05,0.014782529,0.026415751,0.031411039,0.013213403,28,LabISA-INPE,AMZ,Curuai,-2.10493,-55.6974,2016-07-16,11.045,44.143,0.2,1.69022,Curuai_2016_07
Curuai_07_2016_Ponto_06,0.013121155,0.024512862,0.02829629,0.012285772,28,LabISA-INPE,AMZ,Curuai,-2.13594,-55.7172,2016-07-16,24.58,49.6665,0.23,2.04199,Curuai_2016_07
Curuai_07_2016_Ponto_07,0.013867987,0.025722039,0.030650887,0.009978766,28,LabISA-INPE,AMZ,Curuai,-2.11722,-55.6173,2016-07-16,9.01,24,0.3,1.89749,Curuai_2016_07
Curuai_07_2016_Ponto_08,0.012642421,0.024740696,0.02550278,0.011460007,28,LabISA-INPE,AMZ,Curuai,-2.18546,-55.6335,2016-07-15,72.595,45.8335,0.28,2.15624,Curuai_2016_07
Curuai_07_2016_Ponto_09,0.010564444,0.019356664,0.019441994,0.006700172,28,LabISA-INPE,AMZ,Curuai,-2.25594,-55.5307,2016-07-17,41.65,21.4285,0.55,1.6261,Curuai_2016_07
Curuai_07_2016_Ponto_10,0.01197054,0.022582071,0.022527773,0.007472428,28,LabISA-INPE,AMZ,Curuai,-2.27046,-55.4506,2016-07-17,31.66,25.5715,0.45,1.80944,Curuai_2016_07
Curuai_07_2016_Ponto_11,0.012375124,0.02247427,0.023064377,0.00795766,28,LabISA-INPE,AMZ,Curuai,-2.26456,-55.3784,2016-07-17,30.6,23.7145,0.39,1.79634,Curuai_2016_07
Curuai_07_2016_Ponto_12,0.014579236,0.028144292,0.029474269,0.010960904,28,LabISA-INPE,AMZ,Curuai,-2.25583,-55.3043,2016-07-17,57.355,34.1337,0.34,2.12328,Curuai_2016_07
Curuai_07_2016_Ponto_13,0.014889153,0.026597691,0.027365002,0.010362638,28,LabISA-INPE,AMZ,Curuai,-2.21266,-55.2786,2016-07-14,35.845,33.5,0.38,1.58455,Curuai_2016_07
Curuai_07_2016_Ponto_14,0.012804109,0.022271623,0.023197242,0.00696408,28,LabISA-INPE,AMZ,Curuai,-2.24447,-55.2457,2016-07-14,10.26,32.75,0.45,1.60217,Curuai_2016_07
Curuai_07_2016_Ponto_15,0.014519805,0.026064697,0.029855041,0.008056087,28,LabISA-INPE,AMZ,Curuai,-2.21397,-55.2039,2016-07-14,5.25,18.75,0.37,1.72093,Curuai_2016_07
Curuai_07_2016_Ponto_16,0.016651226,0.0280362,0.030136566,0.011791213,28,LabISA-INPE,AMZ,Curuai,-2.26109,-55.1612,2016-07-14,25.5,41.5,0.35,1.71415,Curuai_2016_07
Curuai_08_2013_Ponto_01,0.010678513,0.018773052,0.021897771,0.006089357,42,LabISA-INPE,AMZ,Curuai,-2.143,-55.6255,2013-08-12,5.25,6.625,0.4,1.46,Curuai_2013_08
Curuai_08_2013_Ponto_02,0.011028052,0.021880859,0.026382701,0.007313312,42,LabISA-INPE,AMZ,Curuai,-2.1119,-55.6212,2013-08-12,9.13,9.625,0.4,1.45,Curuai_2013_08
Curuai_08_2013_Ponto_03,0.015365289,0.02424599,0.02826944,0.009811538,42,LabISA-INPE,AMZ,Curuai,-2.131,-55.6577,2013-08-12,5.99,12.125,0.42,1.48,Curuai_2013_08
Curuai_08_2013_Ponto_04,0.013263645,0.023258993,0.028533854,0.010152073,42,LabISA-INPE,AMZ,Curuai,-2.1162,-55.6929,2013-08-12,4.62,17.2857,0.4,1.34,Curuai_2013_08
Curuai_08_2013_Ponto_05,0.01023667,0.017007779,0.019544896,0.005408843,42,LabISA-INPE,AMZ,Curuai,-2.1502,-55.7138,2013-08-12,6.87,9,0.54,1.44,Curuai_2013_08
Curuai_08_2013_Ponto_06,0.012952363,0.020001185,0.022882534,0.007486999,42,LabISA-INPE,AMZ,Curuai,-2.155,-55.6761,2013-08-12,5.77,8.25,0.5,1.59,Curuai_2013_08
Curuai_08_2013_Ponto_07,0.010768298,0.018734119,0.021881429,0.006147339,42,LabISA-INPE,AMZ,Curuai,-2.1772,-55.8073,2013-08-13,12.61,13,0.4,1.43,Curuai_2013_08
Curuai_08_2013_Ponto_08,0.006499139,0.010524051,0.01026308,0.002457695,42,LabISA-INPE,AMZ,Curuai,-2.2027,-55.7978,2013-08-13,8.77,1.375,1.05,1.4,Curuai_2013_08
Curuai_08_2013_Ponto_09,0.009353306,0.01593151,0.018126881,0.004766573,42,LabISA-INPE,AMZ,Curuai,-2.1617,-55.7647,2013-08-13,9.99,7.5,0.52,1.42,Curuai_2013_08
Curuai_08_2013_Ponto_10,0.009878368,0.018384511,0.020129885,0.00519345,42,LabISA-INPE,AMZ,Curuai,-2.178,-55.6327,2013-08-13,15.77,6.875,0.52,1.47,Curuai_2013_08
Curuai_08_2013_Ponto_11,0.009964676,0.017291757,0.018735821,0.005080244,42,LabISA-INPE,AMZ,Curuai,-2.1738,-55.5976,2013-08-14,11.42,8.88889,0.54,1.47,Curuai_2013_08
Curuai_08_2013_Ponto_12_extra,0.010443504,0.01829737,0.014236502,0.010348416,42,LabISA-INPE,AMZ,Curuai,-2.1535,-55.5713,2013-08-14,91,18.925,0.32,1.57,Curuai_2013_08
Curuai_08_2013_Ponto_13,0.013140171,0.021726804,0.024477902,0.007863768,42,LabISA-INPE,AMZ,Curuai,-2.1262,-55.539,2013-08-14,15.32,15.2,0.43,1.27,Curuai_2013_08
Curuai_08_2013_Ponto_14,0.011949706,0.021918234,0.025876426,0.007733792,42,LabISA-INPE,AMZ,Curuai,-2.1054,-55.4156,2013-08-14,10.05,10.875,0.39,1.29,Curuai_2013_08
Curuai_08_2013_Ponto_15,0.012650216,0.022373511,0.025507861,0.007260983,42,LabISA-INPE,AMZ,Curuai,-2.0956,-55.4892,2013-08-11,13.14,8.25,0.5,1.31,Curuai_2013_08
Curuai_08_2013_Ponto_16,0.011683034,0.020959942,0.021596173,0.007335024,42,LabISA-INPE,AMZ,Curuai,-2.1154,-55.4467,2013-08-14,29.05,9.625,0.4,1.34,Curuai_2013_08
Curuai_08_2013_Ponto_17,0.01339143,0.022975078,0.026880348,0.008202458,42,LabISA-INPE,AMZ,Curuai,-2.0674,-55.4859,2013-08-11,6.6,11.5714,0.4,1.29,Curuai_2013_08
Curuai_08_2013_Ponto_18,0.016139867,0.026603386,0.030195691,0.011096856,42,LabISA-INPE,AMZ,Curuai,-2.0783,-55.5302,2013-08-11,13.8,12.125,0.4,1.33,Curuai_2013_08
Curuai_08_2013_Ponto_19,0.01158844,0.021218224,0.021308932,0.007451445,42,LabISA-INPE,AMZ,Curuai,-2.1336,-55.3958,2013-08-15,17.64,13.75,0.47,0.91,Curuai_2013_08
Curuai_08_2013_Ponto_20,0.010256412,0.01820565,0.019896198,0.004765362,42,LabISA-INPE,AMZ,Curuai,-2.1783,-55.3551,2013-08-15,12.06,18.99,0.54,1.36,Curuai_2013_08
Curuai_08_2013_Ponto_21,0.007981193,0.014820148,0.015145473,0.003402634,42,LabISA-INPE,AMZ,Curuai,-2.2387,-55.3386,2013-08-15,25.89,4,0.66,1.44,Curuai_2013_08
Curuai_08_2013_Ponto_22,0.01482163,0.020114864,0.021821702,0.01061618,42,LabISA-INPE,AMZ,Curuai,-2.2583,-55.6263,2013-08-16,6.12,6.44444,0.63,1.65,Curuai_2013_08
Curuai_08_2013_Ponto_23,0.007419953,0.012639132,0.014007373,0.004568932,42,LabISA-INPE,AMZ,Curuai,-2.2398,-55.5813,2013-08-16,12.26,6.88889,0.7,1.53,Curuai_2013_08
Curuai_08_2013_Ponto_24,0.006611721,0.011302458,0.012027272,0.003686372,42,LabISA-INPE,AMZ,Curuai,-2.2517,-55.5437,2013-08-16,13.09,6.5,0.73,1.21,Curuai_2013_08
Curuai_08_2013_Ponto_25,0.010980904,0.017681385,0.015574214,0.00839083,42,LabISA-INPE,AMZ,Curuai,-2.2302,-55.4931,2013-08-16,4.67,12.5,0.44,1.45,Curuai_2013_08
Curuai_08_2013_Ponto_26,0.007895528,0.014165524,0.012489986,0.004093625,42,LabISA-INPE,AMZ,Curuai,-2.2622,-55.4556,2013-08-15,6.46,5.75,0.71,1.5,Curuai_2013_08
Curuai_08_2013_Ponto_27,0.009220823,0.016004908,0.016066894,0.00421516,42,LabISA-INPE,AMZ,Curuai,-2.2568,-55.3983,2013-08-15,20.71,6.75,0.63,1.57,Curuai_2013_08
Curuai_08_2013_Ponto_28,0.007035364,0.012528914,0.010423268,0.00377303,42,LabISA-INPE,AMZ,Curuai,-2.2955,-55.3775,2013-08-16,12.14,8.5,0.78,1.6,Curuai_2013_08
Curuai_08_2013_Ponto_29,0.012891615,0.021593124,0.022539482,0.008591058,42,LabISA-INPE,AMZ,Curuai,-2.221,-55.2695,2013-08-17,2.39,11.375,0.47,1.35,Curuai_2013_08
Curuai_08_2013_Ponto_30,0.008006347,0.012248976,0.01155264,0.00438998,42,LabISA-INPE,AMZ,Curuai,-2.245,-55.2393,2013-08-17,3.59,5.875,1.02,1.1,Curuai_2013_08
Curuai_08_2013_Ponto_31,0.011883973,0.019227395,0.020296558,0.006289861,42,LabISA-INPE,AMZ,Curuai,-2.2224,-55.1978,2013-08-17,2.28,9.27928,0.54,1.28,Curuai_2013_08
Curuai_08_2017_Ponto_01,0.010156764,0.018324855,0.020746243,0.005361239,1,LabISA-INPE,AMZ,Curuai,-2.06404,-55.4821,2017-08-11,14.43,16.8,0.4,1.99142,Curuai_2017_08
Curuai_08_2017_Ponto_02,0.012701873,0.021779969,0.024195925,0.007256697,1,LabISA-INPE,AMZ,Curuai,-2.0815,-55.5255,2017-08-11,34.435,25.4,0.39,1.8424,Curuai_2017_08
Curuai_08_2017_Ponto_03,0.01072976,0.017860202,0.021064658,0.007067328,1,LabISA-INPE,AMZ,Curuai,-2.05366,-55.6376,2017-08-10,10.745,13.25,0.35,1.92368,Curuai_2017_08
Curuai_08_2017_Ponto_04,0.011204137,0.020838847,0.01952594,0.006921492,1,LabISA-INPE,AMZ,Curuai,-2.13781,-55.5489,2017-08-11,63.195,24.75,0.43,2.1585,Curuai_2017_08
Curuai_08_2017_Ponto_05,0.013449793,0.023781025,0.027877256,0.008780299,1,LabISA-INPE,AMZ,Curuai,-2.10491,-55.6994,2017-08-10,11.965,27,0.25,1.8424,Curuai_2017_08
Curuai_08_2017_Ponto_06,0.01416721,0.025304309,0.030853869,0.012200066,1,LabISA-INPE,AMZ,Curuai,-2.13547,-55.7198,2017-08-10,11.67,43.5,0.24,1.6121,Curuai_2017_08
Curuai_08_2017_Ponto_07,0.012634618,0.021654536,0.023906344,0.005885951,1,LabISA-INPE,AMZ,Curuai,-2.11737,-55.6192,2017-08-10,9.335,14.5,0.51,1.8424,Curuai_2017_08
Curuai_08_2017_Ponto_08,0.010767038,0.019805363,0.019448425,0.00572514,1,LabISA-INPE,AMZ,Curuai,-2.1844,-55.6303,2017-08-11,28.305,15.6,0.59,1.74757,Curuai_2017_08
Curuai_08_2017_Ponto_09,0.00860552,0.015682531,0.012240882,0.004629953,1,LabISA-INPE,AMZ,Curuai,-2.23914,-55.4971,2017-08-09,53.3,13.665,0.71,2.5333,Curuai_2017_08
Curuai_08_2017_Ponto_10,0.007887217,0.014810742,0.011145392,0.003288938,1,LabISA-INPE,AMZ,Curuai,-2.27067,-55.4513,2017-08-09,67.85,17.57,0.61,2.303,Curuai_2017_08
Curuai_08_2017_Ponto_11,0.007844783,0.014806321,0.013671669,0.003163535,1,LabISA-INPE,AMZ,Curuai,-2.26135,-55.3773,2017-08-09,36.435,15,0.76,1.77015,Curuai_2017_08
Curuai_08_2017_Ponto_12,0.00774331,0.013597666,0.011893036,0.003924591,1,LabISA-INPE,AMZ,Curuai,-2.26258,-55.1334,2017-08-09,35.015,10.33,0.94,1.76112,Curuai_2017_08
Curuai_08_2017_Ponto_13,0.009501142,0.017066085,0.017578691,0.004826927,1,LabISA-INPE,AMZ,Curuai,-2.26258,-55.1334,2017-08-09,25.095,13.445,0.71,1.8424,Curuai_2017_08
Curuai_08_2017_Ponto_14,0.007535701,0.012311822,0.010802497,0.003054869,1,LabISA-INPE,AMZ,Curuai,-2.26258,-55.1334,2017-08-08,37.48,9.11,0.96,1.8424,Curuai_2017_08
Curuai_08_2017_Ponto_15,0.009254271,0.015697167,0.014924555,0.00395068,1,LabISA-INPE,AMZ,Curuai,-2.26258,-55.1334,2017-08-08,21.995,11.25,0.79,1.83788,Curuai_2017_08
Curuai_08_2017_Ponto_16,0.009374677,0.014700811,0.013240288,0.005788161,1,LabISA-INPE,AMZ,Curuai,-2.26258,-55.1334,2017-08-08,26.925,7,1.15,1.6121,Curuai_2017_08
Curuai_08_2017_Ponto_17,0.009914604,0.01895142,0.018895577,0.005585147,1,LabISA-INPE,AMZ,Curuai,-2.13744,-55.4869,2017-08-12,33.925,20,0.48,1.76112,Curuai_2017_08
Curuai_08_2017_Ponto_18,0.011034129,0.020517486,0.020210793,0.006347785,1,LabISA-INPE,AMZ,Curuai,-2.11493,-55.4322,2017-08-12,37.01,20.4,0.5,2.06818,Curuai_2017_08
Curuai_08_2017_Ponto_19,0.008612423,0.014824834,0.013354762,0.003585514,1,LabISA-INPE,AMZ,Curuai,-2.17683,-55.3695,2017-08-12,26.015,13.5,0.82,2.303,Curuai_2017_08
Curuai_08_2019_Ponto_01,0.009167929,0.016815684,0.018891061,0.006057121,43,LabISA-INPE,AMZ,Curuai,-2.175,-55.43,2019-08-25,20.14,21.5,0.5,NA,Curuai_2019_08
Curuai_08_2019_Ponto_02,0.007757655,0.014290997,0.015142855,0.003482092,43,LabISA-INPE,AMZ,Curuai,-2.154,-55.46,2019-08-25,17.99,8.5,0.7,NA,Curuai_2019_08
Curuai_08_2019_Ponto_03,0.00728383,0.013884373,0.014596814,0.003439792,43,LabISA-INPE,AMZ,Curuai,-2.177,-55.51,2019-08-25,17.52,13,0.67,NA,Curuai_2019_08
Curuai_08_2019_Ponto_04,0.00624293,0.011162069,0.011626618,0.002713924,43,LabISA-INPE,AMZ,Curuai,-2.232,-55.5,2019-08-25,19.12,7.75,0.75,NA,Curuai_2019_08
Curuai_08_2019_Ponto_09,0.009392855,0.01864292,0.02120078,0.005825633,43,LabISA-INPE,AMZ,Curuai,-2.133,-55.5,2019-08-27,16.42,24,0.54,NA,Curuai_2019_08
Curuai_08_2019_Ponto_10,0.009012797,0.017295772,0.018919005,0.0044828,43,LabISA-INPE,AMZ,Curuai,-2.122,-55.46,2019-08-27,15.08,17.5,0.6,NA,Curuai_2019_08
Curuai_08_2019_Ponto_11,0.008871272,0.016673874,0.018149713,0.004440631,43,LabISA-INPE,AMZ,Curuai,-2.135,-55.42,2019-08-27,20.2,16,0.58,NA,Curuai_2019_08
Curuai_08_2019_Ponto_12,0.008029454,0.015299143,0.017058473,0.004132042,43,LabISA-INPE,AMZ,Curuai,-2.172,-55.37,2019-08-27,17.57,14.25,0.63,NA,Curuai_2019_08
Curuai_08_2019_Ponto_13,0.007765004,0.014562058,0.015691465,0.003800399,43,LabISA-INPE,AMZ,Curuai,-2.23,-55.35,2019-08-27,17.63,7.75,0.58,NA,Curuai_2019_08
Curuai_08_2019_Ponto_14,0.007394714,0.014212002,0.014703678,0.003384837,43,LabISA-INPE,AMZ,Curuai,-2.236,-55.29,2019-08-28,16.23,12.75,0.8,NA,Curuai_2019_08
Curuai_08_2019_Ponto_15,0.007435578,0.013928911,0.014133492,0.003347721,43,LabISA-INPE,AMZ,Curuai,-2.257,-55.33,2019-08-28,21.51,13.5,0.84,NA,Curuai_2019_08
Curuai_08_2019_Ponto_16,0.007025161,0.013374463,0.013480031,0.003088028,43,LabISA-INPE,AMZ,Curuai,-2.27,-55.37,2019-08-28,20.35,13,0.82,NA,Curuai_2019_08
Curuai_08_2019_Ponto_17,0.006482016,0.011576776,0.011869929,0.002871729,43,LabISA-INPE,AMZ,Curuai,-2.261,-55.42,2019-08-28,12.67,4.25,0.8,NA,Curuai_2019_08
Curuai_08_2019_Ponto_18,0.006352687,0.011617494,0.011673535,0.002876473,43,LabISA-INPE,AMZ,Curuai,-2.263,-55.45,2019-08-28,9.68,4.5,0.82,NA,Curuai_2019_08
Curuai_08_2019_Ponto_EXT01,0.005751264,0.01023372,0.010640378,0.002357431,43,LabISA-INPE,AMZ,Curuai,-2.237,-55.49,2019-08-25,NA,NA,0.87,NA,Curuai_2019_08
Curuai_08_2021_Ponto_01,0.009056927,0.017823329,0.018857016,0.005102423,144,LabISA-INPE,AMZ,Curuai,-2.183136,-55.62736,2021-08-31,21.56,6.5,0.54,NA,Curuai_2021_08
Curuai_08_2021_Ponto_02,0.01056189,0.019758066,0.023364732,0.006461368,144,LabISA-INPE,AMZ,Curuai,-2.139758,-55.6267,2021-08-31,8.67,6.5,0.47,NA,Curuai_2021_08
Curuai_08_2021_Ponto_03,0.011260013,0.021654534,0.025827392,0.007398964,144,LabISA-INPE,AMZ,Curuai,-2.109409,-55.62173,2021-08-31,7.89,8,0.53,NA,Curuai_2021_08
Curuai_08_2021_Ponto_04,0.01144719,0.022039063,0.026473279,0.008157902,144,LabISA-INPE,AMZ,Curuai,-2.083408,-55.62385,2021-08-31,6.42,6.5,0.4,NA,Curuai_2021_08
Curuai_08_2021_Ponto_05,0.011708313,0.020979081,0.025021504,0.007852819,144,LabISA-INPE,AMZ,Curuai,-2.128419,-55.66075,2021-09-01,7.78,9,0.39,NA,Curuai_2021_09
