"","V1","V1","index","uid","date","time","secchi","lat","lon","Provider","blue","green","red","pan","nir","swir16","swir22","Image_name","predicted","green_red","blue_green","blue_red","LH","RF","QAA_RGB","XGBOOTS","SVM"
"147",147,246,887,"Daniel_47026_TF2.1","17/02/04","13:19:00",0.6,38.70664,-77.04876,"CHESEAPEK_BAY",0.009058208,0.021069545,0.019584991,0.013619203,0.002593036,-0.000826367,-0.000121084,"LE07_L1TP_015033_20040216_20160927_01_T1",0.344643115997314,1.07580059648738,0.429919488057288,0.462507641693581,0.0078006238,0.470948861168817,0.436388239204881,0.481952488422394,0.550447572168486
"148",148,247,888,"Daniel_41489_LE1.2","10/06/02","10:25:00",1,38.37887,-76.51132,"CHESEAPEK_BAY",0.024059508,0.023915457,0.017484954,0.023511268,0.021378934,0.002863748,0.001469025,"LE07_L1TP_014033_20020611_20160929_01_T1",0.489099085330963,1.36777351544648,1.00602334297856,1.37601208444701,0.0024857706,1.24759900393763,1.5930569370111,0.863538265228271,0.863195782091586
"149",149,249,900,"Daniel_1871_LADEQWPD-138","13/06/00","09:50:00",2.032,30.183524,-90.116744,"WQP",0.008110355,0.009619618,0.005926346,0.007055052,0.002917023,0.000449169,0.000961515,"LE07_L1TP_022039_20000613_20161001_01_T1",3.33732581138611,1.62319547323089,0.843105724156614,1.36852539490607,0.0023828666,2.88022178995511,2.6333475786038,2.9736385345459,1.95950868404737
"150",150,251,908,"Daniel_99060_TF2.1","12/02/08","12:33:00",0.3,38.70664,-77.04876,"EOTB",0.011193033,0.022089599,0.022843352,0.017207561,0.006648257,0.000570981,7.73e-05,"LE07_L1TP_015033_20080211_20160923_01_T1",0.295022130012512,0.967003397750033,0.506710556402586,0.48999082971711,0.0062364384,0.37625588770914,0.551674888534614,0.303112775087357,0.623973087355178
"151",151,253,915,"Daniel_25357_CB4.2E","08/06/04","11:06:00",1.4,38.64498,-76.40131,"CHESEAPEK_BAY",0.014623053,0.015829736,0.010360325,0.011608616,0.005651277,0.000199159,0.001020801,"LE07_L1TP_015033_20040607_20160926_01_T1",1.44198679924011,1.52791886354916,0.923771122904387,1.41144732428761,0.0029117742,1.22524547353038,2.13729622375692,1.14974451065063,0.987899630234698
"152",152,256,925,"Daniel_71821_LE4.1","22/10/19","09:15:00",1,37.41883,-76.69125,"CHESEAPEK_BAY",0.007043174,0.013239966,0.010700328,0.010448257,0.004361393,0.000555164,-0.000270539,"LE07_L1TP_015034_20191023_20191118_01_T1",0.632193624973297,1.23734207026177,0.53196314854585,0.658220383524692,0.0047339304,0.826577828733871,1.12679337265568,0.861061036586761,0.734693093987192
"153",153,257,927,"Daniel_80633_EE3.4","16/10/07","11:44:00",1,37.90846,-75.79132,"CHESEAPEK_BAY",0.011489887,0.015754055,0.009465613,0.010710259,0.004238926,0.001941311,0.001523967,"LE07_L1TP_014034_20071015_20160919_01_T1",1.41692638397217,1.66434598583314,0.729328861680374,1.21385556328998,0.0050738776,1.28659995240108,1.70811240126461,1.26812410354614,1.38623454864782
"154",154,261,944,"Daniel_48150_SMT07","23/09/02","09:50:00",1.76,38.11183,-76.44334,"CHESEAPEK_BAY",0.005703935,0.009327524,0.005976456,0.007753519,0.004207731,0.002596802,0.003131362,"LE07_L1TP_015033_20020922_20160928_01_T1",1.96343803405762,1.56071156551642,0.611516518209977,0.954400902474644,0.0035145806,1.75921813476774,1.74865111764639,1.58926641941071,1.63639073144923
"155",155,262,945,"Daniel_16815_CB3.3E","15/04/08","14:53:00",0.6,39.00412,-76.34517,"CHESEAPEK_BAY",0.010019181,0.017087668,0.012656607,0.012676762,0.00659404,0.00502246,0.005196622,"LE07_L1TP_015033_20080415_20160919_01_T1",0.667550325393677,1.35009864808159,0.586339868026462,0.791616663138865,0.0060135166,0.723178201721774,1.25301403119439,0.579325318336487,0.814974229256789
"156",156,263,947,"Daniel_116413_CB2.2","16/04/08","10:04:00",0.4,39.34873,-76.17579,"EOTB",0.011532936,0.0199879,0.020616654,0.017266612,0.008677218,0.003415193,0.003253333,"LE07_L1TP_015033_20080415_20160919_01_T1",0.524162173271179,0.969502616670969,0.576995882508918,0.559399017900771,0.0048214768,0.513827956989247,0.831869895040838,0.50030916929245,0.566976242632707
"157",157,267,961,"Daniel_54527_CB7.3","15/10/01","08:55:00",1.7,37.11681,-76.12521,"CHESEAPEK_BAY",0.007134119,0.011907889,0.005254709,0.007812814,0.002455866,0.002770384,0.002511221,"LE07_L1TP_014034_20011014_20160929_01_T1",2.89104127883911,2.26613671660981,0.59910862454294,1.35766205131435,0.005525534,2.79383124626344,2.14049484166613,2.69696283340454,2.33051833847465
"158",158,268,966,"Daniel_22609_CB4.4","07/12/09","12:54:00",2.2,38.41457,-76.34565,"CHESEAPEK_BAY",0.009022743,0.00914337,0.004960251,0.00765232,0.002906724,0.000425409,0.000955633,"LE07_L1TP_014033_20091207_20160916_01_T1",3.49481105804443,1.84332808964708,0.986807161910762,1.81900936061502,0.0017456238,2.60900707526371,3.71562429255535,2.0314736366272,2.40892742574182
"159",159,272,995,"Daniel_106719_WT2.1","14/12/17","09:12:00",0.8,39.37747,-76.33465,"EOTB",0.007003541,0.016466403,0.014404191,0.013541856,0.005519023,0.000945542,0.000274276,"LE07_L1TP_014033_20171213_20180108_01_T1",0.400807768106461,1.14316749895916,0.425323065395642,0.486215504917978,0.006502602,0.524107625502688,0.537046329800371,0.499924749135971,0.429888202634785
"160",160,273,996,"Daniel_48229_LE2.2","31/10/05","09:51:00",1.5,38.1576,-76.598,"CHESEAPEK_BAY",0.00814506,0.010542729,0.008919595,0.010859847,0.007857654,0.005488243,0.003906699,"LE07_L1TP_015033_20051101_20160924_01_T1",2.47904014587402,1.18197395733775,0.772576056920367,0.91316477934256,0.002087855,1.6942876344086,1.51312952789449,1.41570103168488,1.11668531091205
"161",161,274,999,"Daniel_83712_TF5.5","23/01/01","12:30:00",0.3,37.31265,-77.23283,"CHESEAPEK_BAY",0.010971212,0.018326739,0.02079834,0.017416365,0.009002087,0.004702783,0.004276928,"LE07_L1TP_015034_20010122_20161001_01_T1",0.513367295265198,0.881163544782901,0.598645072644948,0.52750421427864,0.0034246758,0.460346774193548,0.870288903668985,0.477029204368591,0.573771451535427
"162",162,275,1001,"Daniel_106355_WT1.1","14/11/18","08:41:00",0.5,39.43511,-76.24205,"EOTB",0.00195688,0.005445125,0.007511036,0.007405405,0.005258761,0.002151254,0.001557129,"LE07_L1TP_014033_20181114_20181210_01_T1",0.467091083526611,0.724949927014063,0.359382016023507,0.260533966286408,0.0012665826,0.660807027050538,0.372970600135186,0.520166575908661,0.310305469546911
"163",163,279,1029,"Daniel_112236_RET2.4","12/01/09","08:45:00",0.6,38.3626,-76.99063,"EOTB",0.010841416,0.018877309,0.014308488,0.012622975,0.004589652,0.000873839,0.001837599,"LE07_L1TP_015033_20090112_20160919_01_T1",0.626374363899231,1.31930844125529,0.574309399713699,0.75769123893454,0.0066490642,0.501936824872312,1.16816172169094,0.518136322498322,0.745603781855202
"164",164,282,1036,"Daniel_26769_CB4.3C","23/09/20","09:43:00",1.6,38.55505,-76.42794,"CHESEAPEK_BAY",0.003437104,0.006675612,0.003168764,0.004712585,0.001922029,-1.82e-05,0.000193073,"LE07_L1TP_015033_20200923_20201019_01_T1",3.04476070404053,2.10669270415847,0.514874741072429,1.08468286057277,0.003345844,2.36506980516559,2.09926354797576,1.99047446250916,2.48584893451248
"165",165,284,1040,"Daniel_71202_WE4.2","25/06/19","16:20:00",1,37.24181,-76.38634,"CHESEAPEK_BAY",0.004906799,0.00905567,0.005807793,0.00712229,0.003667126,0.001866409,0.002120542,"LE07_L1TP_014034_20190626_20190722_01_T1",1.64974451065063,1.55922740359376,0.541848256396269,0.844864649962559,0.0037884734,1.11621049462366,1.66155376613331,1.11656165122986,1.47342024221952
"166",166,285,1043,"Daniel_41093_LE1.1","18/01/05","12:15:00",0.6,38.42535,-76.60176,"CHESEAPEK_BAY",0.011490324,0.017588774,0.015263099,0.014132711,0.007002624,0.002995816,0.002151683,"LE07_L1TP_015033_20050117_20160925_01_T1",0.511191725730896,1.15237239829212,0.653276004342315,0.752817235870645,0.00458934,0.434905913978495,1.12441854141136,0.38901948928833,0.634194115886487
"167",167,286,1046,"Daniel_69605_RPP017.04","20/10/09","11:13:00",1.73,37.6623,-76.53913,"CHESEAPEK_BAY",0.006516924,0.010931082,0.00421454,0.005950056,0.001248755,-0.000440738,0.000159174,"LE07_L1TP_014034_20091020_20160916_01_T1",2.91085910797119,2.59365956901584,0.596182884731813,1.54629544386813,0.0053351116,2.6841966177836,2.51890841539673,2.98358535766602,2.76952532187932
"168",168,289,1050,"Daniel_87538_CB4.1C","02/06/10","12:30:00",1.8,38.82593,-76.39945,"EOTB",0.004925189,0.007096362,0.004260661,0.006643397,0.002937168,0.002076272,0.001657179,"LE07_L1TP_014033_20100601_20160916_01_T1",2.53852653503418,1.66555424146629,0.694044215895412,1.15596828754975,0.0024369842,2.40449388284274,2.3668693271691,2.09770464897156,2.25729498236346
"169",169,290,1051,"Daniel_92439_CB4.3W","10/07/01","10:29:00",1.2,38.55728,-76.49402,"EOTB",0.009110992,0.010990043,0.007488756,0.009087893,0.005953419,0.001825465,0.001015793,"LE07_L1TP_014033_20010710_20160929_01_T1",3.31128978729248,1.46753920143746,0.829022416017845,1.21662289437658,0.0025279454,2.09435249162339,2.1545772059394,2.13102865219116,1.52509701893839
"170",170,291,1053,"Daniel_53394_LE2.3","18/09/06","09:28:00",1.5,38.0215,-76.3477,"CHESEAPEK_BAY",0.004749654,0.006450672,0.004304072,0.005716777,0.002644873,0.001825313,0.001390382,"LE07_L1TP_015033_20060917_20160923_01_T1",2.84050798416138,1.49873700997567,0.73630375253927,1.10352568451457,0.0018792508,2.49992894750618,2.35182130480653,1.78980457782745,2.12096465843393
"171",171,293,1057,"Daniel_48612_LE2.3","23/08/05","10:07:00",1.6,38.0215,-76.3477,"CHESEAPEK_BAY",0.005373207,0.007512631,0.005223037,0.006276295,0.00350359,0.001651085,0.001284319,"LE07_L1TP_014034_20050822_20160925_01_T1",2.52274131774902,1.43836449942821,0.715223068988747,1.0287514716055,0.002199492,2.05771263002796,2.02584507722307,2.07653069496155,1.82908529567674
"172",172,294,1060,"Daniel_86054_ELD01","27/09/06","09:05:00",1,36.86556,-76.32899,"CHESEAPEK_BAY",0.004946273,0.00832796,0.006548114,0.006977882,0.003609918,-9.95e-06,0.000448826,"LE07_L1TP_014034_20060926_20160924_01_T1",1.35750436782837,1.27181047855917,0.593935729758548,0.755373684697609,0.0027409506,1.05019463732258,1.69235967079051,1.07157027721405,1.24692551210062
"173",173,295,1062,"Daniel_21828_CB3.1","11/07/01","07:20:00",0.8,39.2495,-76.2405,"CHESEAPEK_BAY",0.015684627,0.018097244,0.013231947,0.013619767,0.007298054,0.001850013,0.001011455,"LE07_L1TP_014033_20010710_20160929_01_T1",0.590706944465637,1.36769320493802,0.866685944003407,1.18536047642875,0.003393689,0.827886802929033,1.57841986659659,0.959732353687286,0.634847284997026
"174",174,297,1068,"Daniel_114999_EE2.2","02/11/99","08:46:00",2.3,38.52609,-76.30408,"EOTB",0.010331456,0.01049821,0.007163716,0.009391625,0.005073741,0.00078261,0.000390585,"LE07_L1TP_015033_19991101_20161003_01_T1",3.82314109802246,1.46546987624858,0.984115958815836,1.4421922923801,0.00143385,2.45045345998952,2.7774577158579,2.15425181388855,1.58286318823972
"175",175,298,1069,"Daniel_95572_CB5.2","09/07/01","10:58:00",1.5,38.13705,-76.22787,"EOTB",0.008177172,0.009601624,0.006872222,0.00851733,0.004248492,0.002354924,0.002426866,"LE07_L1TP_014034_20010710_20160929_01_T1",3.81487321853638,1.39716441057929,0.851644680108282,1.18988763750647,0.001946432,3.18502907122796,2.25190687477758,2.85219383239746,1.5798784323822
"176",176,299,1073,"Daniel_93594_CB5.1","20/07/20","12:41:00",1.3,38.3187,-76.29215,"EOTB",0.003303642,0.006526278,0.003835823,0.005553674,0.002483263,0.000558152,-1.75e-05,"LE07_L1TP_015033_20200721_20200816_01_T1",2.37323570251465,1.70140228055361,0.506206140774267,0.861260282343581,0.0030097636,1.87315352139489,1.64092048331808,1.72123122215271,1.91418255980181
"177",177,301,1083,"Daniel_51549_SMT06","15/10/01","10:28:00",2,38.151,-76.4495,"CHESEAPEK_BAY",0.007010928,0.008804843,0.005680344,0.00804376,0.005002642,0.002170396,0.001656252,"LE07_L1TP_014034_20011014_20160929_01_T1",3.24139499664307,1.55005453895046,0.79625815020211,1.23424355989708,0.0023261486,3.29183074540027,2.40889177564464,3.04982089996338,1.92629479775453
"178",178,307,1106,"Daniel_2740_3.01E+14","17/09/20","14:01:00",0.7,30.19083333,-89.4222222,"NWIS",0.006849702,0.011853416,0.008965506,0.008090416,0.00145681,-0.001079333,-0.000313508,"LE07_L1TP_021039_20200917_20201013_01_T1",0.901329159736633,1.32211344234224,0.577867342207512,0.764006181023135,0.0041573924,0.942568548387097,1.4883132920421,0.923081576824188,0.999623341090224
"179",179,312,1116,"Daniel_39113_ET5.2","08/05/01","08:15:00",1.4,38.5807,-76.0587,"CHESEAPEK_BAY",0.005051058,0.010851791,0.007243736,0.007824433,0.003093631,0.000868525,0.001173053,"LE07_L1TP_014033_20010507_20160930_01_T1",0.857378125190735,1.49809311106865,0.465458466717614,0.697300122478235,0.0049236618,0.849600452558602,1.05277501488969,0.82872599363327,0.968495619703454
"180",180,314,1119,"Daniel_25768_XJH9748","26/07/07","10:58:00",0.6,39.4943,-76.0876,"CHESEAPEK_BAY",0.009030311,0.014351487,0.011677684,0.013141736,0.006561006,0.000947816,0.000752145,"LE07_L1TP_014033_20070727_20160921_01_T1",0.725048422813416,1.22896689103764,0.629224762562932,0.773296400210864,0.0042622268,0.774782510182796,1.30899195300268,0.701008379459381,0.82529850923509
"181",181,315,1126,"Daniel_28913_CB4.2W","20/05/03","10:24:00",0.6,38.64354,-76.50217,"CHESEAPEK_BAY",0.003140528,0.006751901,0.004927966,0.007098473,0.003713104,0.001224136,0.001379099,"LE07_L1TP_015033_20030520_20160927_01_T1",1.29493808746338,1.37011923377718,0.465132412338392,0.637286864398009,0.0028963978,0.965061681595699,1.16385252999367,0.999692320823669,1.22561997345647
"182",182,316,1127,"Daniel_36851_WT6.1","26/08/10","08:10:00",0.9,39.07851,-76.51005,"CHESEAPEK_BAY",0.002659406,0.005272487,0.004757846,0.006625628,0.005913248,0.000654312,-9.13e-05,"LE07_L1TP_015033_20100827_20160914_01_T1",1.32569396495819,1.10816680489448,0.504393088119516,0.558951676872265,0.001773705,1.27719892473118,1.29790628094743,1.0837596654892,1.17496569620407
"183",183,317,1130,"Daniel_127463_60444900","28/07/16","01:55:00",3.200000048,-16.3122,-48.2056,"Brazil-ANA",0.00399411,0.009745479,0.006011394,0.007083271,0.003512489,0.001016528,0.000462997,"LE07_L1TP_221071_20160729_20161008_01_T1",0.518041789531708,1.62116790215381,0.409842348436644,0.664423260228826,0.0049444554,0.700819763516129,0.935559493844445,0.648447930812836,0.983175019297706
"184",184,318,1131,"Daniel_27093_CB2.2","14/08/02","09:10:00",1.1,39.34873,-76.17579,"CHESEAPEK_BAY",0.012582353,0.015702715,0.00957394,0.013866296,0.007967428,0.001429422,0.001064674,"LE07_L1TP_014033_20020814_20160928_01_T1",1.43671870231628,1.64015180792861,0.801285191764609,1.31422935593914,0.0043237272,1.65646653882231,1.91600407479558,1.56736469268799,1.30677481425148
"185",185,319,1133,"Daniel_18501_CB4.3W","20/10/09","10:40:00",2.8,38.55728,-76.49402,"CHESEAPEK_BAY",0.005108908,0.005510728,0.003208943,0.004811322,0.001727902,-5.54e-05,-0.000633309,"LE07_L1TP_014033_20091020_20160916_01_T1",4.29565048217773,1.71730317428512,0.927084044068225,1.59208437170744,0.001161806,3.8128736659785,3.89949218502067,3.36803674697876,2.86373813558651
"186",186,320,1134,"Daniel_82428_LE5.2","24/09/03","08:50:00",0.4,37.056,-76.59306,"CHESEAPEK_BAY",0.013558629,0.026030459,0.028691603,0.020656753,0.007075707,-0.001196265,-0.000857635,"LE07_L1TP_015034_20030925_20160928_01_T1",0.241253525018692,0.907250075919425,0.520875525091586,0.472564359683912,0.0064186404,0.330385742539785,0.476151502538069,0.300866991281509,0.631873401624741
"187",187,321,1147,"Daniel_24415_CB3.1","05/08/99","07:29:00",0.8,39.2495,-76.2405,"CHESEAPEK_BAY",0.009275748,0.014655679,0.009979147,0.009748659,0.002833664,0.000264333,0.000238412,"LE07_L1TP_014033_19990806_20161003_01_T1",1.02871584892273,1.4686304350462,0.632911515051606,0.92951311369599,0.0050985714,0.862698885325269,1.41646307971579,0.840860664844513,1.11469370472932
"188",188,322,1148,"Daniel_33810_WT1.1","23/12/03","11:05:00",0.3,39.43511,-76.24205,"CHESEAPEK_BAY",0.01061208,0.022936072,0.027225118,0.019623082,0.005785387,0.000281319,0.001420276,"LE07_L1TP_014033_20031223_20160926_01_T1",0.195681154727936,0.842459966564699,0.462680793816831,0.389790046089056,0.0056787768,0.284029318057527,0.356143283126776,0.270349502563477,0.652840121459962
"189",189,323,1149,"Daniel_118375_CB3.3C","11/09/01","15:43:00",1.4,38.99596,-76.35967,"EOTB",0.003686515,0.005298169,0.003463543,0.004363666,0.001092802,0.000113695,-0.000366597,"LE07_L1TP_014033_20010912_20160930_01_T1",2.90657091140747,1.52969632541014,0.695809250327802,1.06437685341282,0.0017008428,2.84573900349005,2.38036652086781,2.34623098373413,2.33157841968194
"190",190,324,1150,"Daniel_61891_CB7.2","19/02/02","10:59:00",2.2,37.41153,-76.07966,"CHESEAPEK_BAY",0.011962629,0.012490982,0.005653378,0.006845346,0.001129887,0.000760457,0.000922201,"LE07_L1TP_014034_20020219_20160929_01_T1",2.2713303565979,2.20947228365059,0.957701243985461,2.11601435460357,0.0030520534,2.2122614861043,3.58060664532169,2.28758549690247,2.43540947738455
"191",191,325,1164,"Daniel_21863_CB3.3E","28/08/01","14:47:00",1.2,39.00412,-76.34517,"CHESEAPEK_BAY",0.013128167,0.013179248,0.009443243,0.011719207,0.00835916,0.002404391,0.000896071,"LE07_L1TP_014033_20010827_20161001_01_T1",2.42488217353821,1.39562732845062,0.996124133941481,1.39021806385794,0.0015250506,2.17521733251828,2.37927235155119,1.24446427822113,1.11456278457365
"192",192,328,1171,"Daniel_119315_CB3.3W","23/09/20","16:15:00",1,39.00462,-76.3881,"EOTB",0.003536939,0.007601103,0.004671831,0.006420075,0.002558388,-0.000674534,-0.000625844,"LE07_L1TP_015033_20200923_20201019_01_T1",1.70200061798096,1.62700726974071,0.465319178019295,0.757077685387164,0.0036102072,1.50689972972043,1.2656799130837,1.62403893470764,1.47442847066427
"193",193,331,1181,"Daniel_42011_RET1.1","28/03/01","11:00:00",0.4,38.4909,-76.66429,"CHESEAPEK_BAY",0.011715805,0.021811094,0.01843033,0.016354313,0.007741983,0.002966106,0.00291048,"LE07_L1TP_015033_20010327_20160930_01_T1",0.368274480104446,1.18343480556235,0.537148893127507,0.635680695896384,0.007409479,0.797308268198925,0.816620648410664,0.605742156505585,0.648025656462149
"194",194,334,1185,"Daniel_72499_LE4.2","24/07/12","09:05:00",0.8,37.29044,-76.57811,"CHESEAPEK_BAY",0.008686779,0.014258923,0.009291898,0.011071455,0.006157522,0.002172063,0.001669276,"LE07_L1TP_014034_20120724_20160911_01_T1",1.12031376361847,1.53455440427779,0.609217049562579,0.934876706567377,0.0053300964,1.04269749037285,1.46447241942947,0.943093359470367,1.19586643543811
"195",195,335,1186,"Daniel_117375_CB3.2","20/02/14","09:55:00",1.4,39.16369,-76.30631,"EOTB",0.006140094,0.007743236,0.006111609,0.007890207,0.00367802,0.002211763,0.003548934,"LE07_L1TP_014033_20140220_20160906_01_T1",3.1323025226593,1.26697175817367,0.792962270554585,1.00466080208992,0.001614536,2.90723085546236,1.97815202701849,1.77555632591248,1.55640206298722
"196",196,336,1189,"Daniel_123287_JPN00027","08/11/17","09:15:00",0.6,35.97777778,140.4813889,"BAFG",0.01145922,0.01844456,0.015895067,0.014171036,0.006418879,-0.000180988,-0.000392447,"LE07_L1TP_107035_20171107_20171203_01_T1",0.463280379772186,1.16039523457183,0.621279119697081,0.720929329835477,0.0052110012,0.511986559139785,1.09619069024064,0.495755285024643,0.630517165446479
"197",197,338,1199,"Daniel_19766_CB4.3E","11/03/03","08:43:00",1.5,38.55624,-76.39121,"CHESEAPEK_BAY",0.005342807,0.006342372,0.003361888,0.004829,0.001254549,0.001077587,0.000540429,"LE07_L1TP_014033_20030310_20160927_01_T1",3.50972652435303,1.88655065249051,0.842398869066652,1.58922813609496,0.0017919326,3.54611360757312,3.61935110252967,3.30742859840393,2.93248101682868
"198",198,340,1220,"Daniel_52656_NOM000.81","23/04/08","13:57:00",1.3,38.15818,-76.71787,"CHESEAPEK_BAY",0.004772585,0.008492908,0.004338153,0.007158537,0.002502341,-0.000181916,0.00069393,"LE07_L1TP_014034_20080424_20160918_01_T1",2.92208480834961,1.95772440483312,0.561949452413708,1.10014215727292,0.0038940958,2.86229313096317,1.97870407915682,2.53689551353455,2.17674405124459
"199",199,342,1233,"Daniel_54860_CB7.1","23/08/05","13:03:00",1.4,37.68346,-75.98966,"CHESEAPEK_BAY",0.008595214,0.011392552,0.008072377,0.008948486,0.00424203,0.003731831,0.00277555,"LE07_L1TP_014034_20050822_20160925_01_T1",2.6071138381958,1.41130078538205,0.754459053599229,1.06476865488319,0.0030064728,1.41125129032258,1.76641345986679,1.60627341270447,1.37876675676912
"200",200,345,1246,"Daniel_79963_EE3.3","05/08/99","11:01:00",0.5,37.91455,-75.80148,"CHESEAPEK_BAY",0.01470707,0.019319993,0.01350758,0.013280007,0.005656073,0.001433197,0.000814333,"LE07_L1TP_014034_19990806_20161003_01_T1",0.549162268638611,1.43030750141772,0.761235783056443,1.08880125085322,0.005092719,0.622860133488441,1.32425764244338,0.598479688167572,0.805122452674872
"201",201,347,1251,"Daniel_89322_CB4.2C","08/06/04","10:36:00",1.4,38.64618,-76.42127,"EOTB",0.017375879,0.018062921,0.012953733,0.013620826,0.006727972,0.000408136,0.00102922,"LE07_L1TP_015033_20040607_20160926_01_T1",0.669348657131195,1.39441819589766,0.961963959206819,1.34138004851574,0.0024559004,1.37034240182473,1.8729330601179,0.856121122837067,0.626336090365419
"202",202,348,1277,"Daniel_75238_ET6.2","13/07/20","13:03:00",0.7,38.34133,-75.88834,"CHESEAPEK_BAY",0.004874656,0.009631732,0.0075121,0.008473809,0.004550897,-0.000200609,0.000245742,"LE07_L1TP_014033_20200714_20200823_01_T1",0.954225063323975,1.28216237803011,0.506103782787976,0.648907229669467,0.0037020984,0.638967122027419,1.19070514747267,0.672797322273254,0.917498447363731
"203",203,349,1280,"Daniel_37096_WT6.1","15/11/04","09:00:00",0.6,39.07851,-76.51005,"CHESEAPEK_BAY",0.001655671,0.00657831,0.003737598,0.004948653,0.001486059,8.44e-05,0.000562636,"LE07_L1TP_015033_20041114_20160926_01_T1",0.293442100286484,1.76003679368407,0.251686375376046,0.442977281130823,0.0040898682,0.923752058719892,0.588982070281066,0.825878500938416,0.727860712745077
"204",204,351,1284,"Daniel_79892_EE3.5","10/07/07","12:41:00",0.8,37.79652,-75.84438,"CHESEAPEK_BAY",0.006913893,0.013067514,0.008677837,0.009690261,0.004310475,0.004357496,0.004058271,"LE07_L1TP_014034_20070711_20160922_01_T1",0.789941906929016,1.50584921104188,0.529090154408865,0.796729991586613,0.0054480434,0.887971505376344,1.32174116512513,0.790548324584961,1.04534248626574
"205",205,352,1286,"Daniel_18505_CB2.2","21/10/09","10:18:00",0.6,39.34873,-76.17579,"CHESEAPEK_BAY",0.006988941,0.011758,0.008657798,0.009052493,0.001940252,-0.000649974,6.5e-05,"LE07_L1TP_014033_20091020_20160916_01_T1",1.05886030197144,1.3580820434942,0.594398792311618,0.807242326513047,0.0041015162,1.02939865591398,1.51174918928676,0.903809726238251,1.08733442998965
"206",206,353,1287,"Daniel_67176_LE3.2","11/10/06","08:10:00",1.7,37.66914,-76.55047,"CHESEAPEK_BAY",0.008100905,0.009979619,0.005933679,0.008030826,0.003114939,0.000140034,-3.14e-05,"LE07_L1TP_014034_20061012_20160923_01_T1",3.02188491821289,1.68186027589292,0.811744917315982,1.36524153059173,0.0027456044,2.66621699332339,2.55794705416654,2.864825963974,2.00347689085866
"207",207,354,1290,"Daniel_68477_RPP031.57","13/04/21","09:12:00",0.2,37.80833,-76.71333,"CHESEAPEK_BAY",0.002908776,0.009394953,0.005804361,0.0093068,0.005855516,-0.001949899,-0.001321445,"LE07_L1TP_014034_20210412_20210508_01_T1",0.246152222156525,1.61860246114947,0.309610489802344,0.501136300791767,0.005327943,0.296186379945968,0.620649706482531,0.188507854938507,0.548913703969028
"208",208,355,1299,"Daniel_32311_XKI2475","03/09/09","09:40:00",0.5,39.5387,-75.875,"CHESEAPEK_BAY",0.009128147,0.011951107,0.009787735,0.012446991,0.008806193,0.000839142,0.00062481,"LE07_L1TP_014033_20090902_20160916_01_T1",2.1549506187439,1.22102886929407,0.763790919117367,0.932610762346958,0.0025591248,1.94105092833602,1.45658546913717,1.43622255325317,1.04496602107146
"209",209,356,1301,"Daniel_105745_ET4.2","15/02/12","13:36:00",0.8,38.99233,-76.2151,"EOTB",0.007767531,0.012579704,0.00822649,0.007984517,0.00320404,-0.000237466,0.000416673,"LE07_L1TP_014033_20120215_20160912_01_T1",1.35394406318665,1.52917027796788,0.617465323508407,0.944209620384879,0.0046285894,1.17479398207204,1.54571628095799,1.09521996974945,1.31361094304813
"210",210,358,1305,"Daniel_121527_JPN00020","07/09/10","07:58:00",3.8,35.04111111,135.8961111,"BAFG",0.006426741,0.007949576,0.004234845,0.006840683,0.004227185,0.001153664,0.000590047,"LE07_L1TP_110036_20100906_20161212_01_T1",3.07347440719604,1.87718228176002,0.808438211044212,1.51758588566996,0.0023995934,3.02223041566694,3.14488182956476,3.26883745193481,2.61131637514534
"211",211,359,1314,"Daniel_60475_CB7.4N","15/07/20","12:09:00",1.3,37.06237,-75.99937,"CHESEAPEK_BAY",0.007996802,0.010988118,0.004317532,0.00662198,0.001858611,0.000542688,-0.000398837,"LE07_L1TP_014034_20200714_20200823_01_T1",3.24088048934937,2.54499978228303,0.727768121893121,1.85216971177052,0.004463024,3.19790425890188,3.132028907225,3.16947984695435,3.06052688836456
"212",212,363,1339,"Daniel_78983_EE3.5","30/07/02","11:15:00",1.2,37.79652,-75.84438,"CHESEAPEK_BAY",0.01558748,0.020175682,0.013173776,0.014091983,0.005999155,0.002542341,0.00180189,"LE07_L1TP_014034_20020729_20160928_01_T1",0.757325112819672,1.53150334421961,0.772587514018114,1.18322036142105,0.0055536836,0.809949706772043,1.42569520434179,0.773883402347565,0.922035615570509
"213",213,364,1353,"Daniel_20637_CB3.3E","30/07/02","13:45:00",0.8,39.00412,-76.34517,"CHESEAPEK_BAY",0.007232292,0.010051637,0.008039231,0.011161031,0.008040044,0.004318163,0.003817273,"LE07_L1TP_014033_20020729_20160928_01_T1",2.15713882446289,1.25032319633557,0.719513846351594,0.899624852178025,0.0024965694,1.56062096774193,1.56191668987617,1.40091967582703,1.23354797083253
"214",214,365,1355,"Daniel_116707_CB3.1","23/05/07","09:32:00",0.5,39.2495,-76.2405,"EOTB",0.006875333,0.012412561,0.008097715,0.009137747,0.004127659,0.000986712,0.001703314,"LE07_L1TP_014033_20070524_20160924_01_T1",1.00797009468079,1.53284735261737,0.553901245681693,0.849046058054649,0.0050482752,1.01505675448172,1.53209131851107,0.876051783561707,1.18765346248138
